,prediction,real_values,metrics
2020-05-10 06:00:00,"[2.748833910876938, 2.7563597261489052, 2.7662982463471413, 2.7785444079313795, 2.7929873396423153, 2.8095110549005007]","[4, 4, 4, 4, 4, 4]",1.2247567775103771
2020-05-10 06:15:00,"[2.8087858199669102, 2.823263964378061, 2.8397604384892277, 2.858154261969357, 2.878321069898493, 2.900133819038762]","[4, 4, 4, 4, 4, 4]",1.149023910982166
2020-05-10 06:30:00,"[2.9232352841502935, 2.9437368714571415, 2.9658313739741, 2.989389491119391, 3.0142809276004905, 3.0403750632073443]","[4, 4, 4, 4, 4, 4]",1.0213124323422231
2020-05-10 06:45:00,"[3.084941218604449, 3.110362384480586, 3.136980756258233, 3.164668328508538, 3.1932979742792664, 3.222744009145841]","[4, 4, 4, 4, 4, 4]",0.8491430886921755
2020-05-10 07:00:00,"[3.181636999542074, 3.2101975065608492, 3.2394784749940104, 3.269354758077757, 3.2997043619999875, 3.3304089303774598]","[4, 4, 4, 4, 4, 4]",0.7466042704385358
2020-05-10 07:15:00,"[3.2769840976935676, 3.307235696551235, 3.3378309409120392, 3.3686565176193675, 3.399603573532974, 3.430568054166171]","[4, 4, 4, 4, 4, 4]",0.6486480093920035
2020-05-10 07:30:00,"[3.3875365813994374, 3.4184678849407435, 3.4493801131125394, 3.480174496311508, 3.5107578098521133, 3.541042570437439]","[4, 4, 4, 4, 4, 4]",0.5380042900791635
2020-05-10 07:45:00,"[3.4915296359980132, 3.5217529415265223, 3.5516318125334108, 3.5810865202819904, 3.6100436842875085, 3.638436318424802]","[4, 4, 4, 4, 4, 4]",0.43714587935582105
2020-05-10 08:00:00,"[3.625898699522453, 3.6554994627652317, 3.684535894815774, 3.712945201473672, 3.7406708178512997, 3.7676623258314845]","[4, 4, 4, 4, 4, 4]",0.3059909807338173
2020-05-10 08:15:00,"[3.700438819619992, 3.7281768927207355, 3.75517436976874, 3.7813855105373237, 3.806770382635305, 3.8312946716891867]","[4, 4, 4, 4, 4, 4]",0.23704983986851946
2020-05-10 08:30:00,"[3.760860596880249, 3.785408337409118, 3.8090824258098177, 3.8318587992494644, 3.8537187478258828, 3.874648608248911]","[4, 4, 4, 4, 4, 4]",0.1848735583464404
2020-05-10 08:45:00,"[3.875205113415869, 3.8976281048374872, 3.9191107921331017, 3.9396418664438926, 3.959214381676761, 3.9778254011075593]","[4, 4, 4, 4, 4, 4]",0.07999491272415535
2020-05-10 09:00:00,"[3.952457282329397, 3.971458559273626, 3.989529641329238, 4.00667797277761, 4.022914275066383, 4.03825212402697]","[4, 4, 4, 4, 4, 4]",0.029488519143753954
2020-05-10 09:15:00,"[3.945647822109527, 3.9617177604626805, 3.976845312945708, 3.991041714897896, 4.004320295566906, 4.016696094662958]","[4, 4, 4, 4, 4, 4]",0.029814716837950474
2020-05-10 09:30:00,"[4.0116733243529605, 4.024960532201757, 4.037382739983612, 4.048959285739624, 4.059710347421117, 4.069656577910745]","[4, 4, 4, 4, 4, 4]",0.04649577044106103
2020-05-10 09:45:00,"[4.086093303446564, 4.097317416858926, 4.107633814363961, 4.117056385558166, 4.125599244172164, 4.133276476765471]","[4, 4, 4, 4, 4, 4]",0.11232969428765607
2020-05-10 10:00:00,"[4.074207948372859, 4.082561228637998, 4.09011856146987, 4.096896400139797, 4.10291040299675, 4.108175243629604]","[4, 4, 4, 4, 4, 3]",0.45979639791177507
2020-05-10 10:15:00,"[4.141341562672563, 4.147754918753257, 4.15342165707916, 4.15835463924543, 4.1625654507011065, 4.166064310710614]","[4, 4, 3, 3, 3, 3]",0.9508978517268154
2020-05-10 10:30:00,"[4.108463003582362, 4.112186503256189, 4.115196829973422, 4.117502621900003, 4.119111048052119, 4.120027819529115]","[3, 3, 3, 3, 3, 3]",1.1154219666613219
