,prediction,real_values,metrics
2020-05-10 06:00:00,"[14.345842870469596, 14.303931573251802, 14.258789695231222, 14.210590599830791, 14.159530165438534, 14.105825592827985]","[16, 16, 16, 16, 16, 16]",1.7711535384673012
2020-05-10 06:15:00,"[14.653858365251697, 14.606409101727404, 14.556263424913578, 14.503658499316257, 14.448850403138804, 14.392112488110724]","[16, 16, 16, 16, 16, 16]",1.4758598284951239
2020-05-10 06:30:00,"[14.455930347381365, 14.40044803308376, 14.342955108353308, 14.28373958425039, 14.22310356308325, 14.161361275518985]","[16, 16, 16, 16, 16, 16]",1.6917455719509304
2020-05-10 06:45:00,"[14.412870397361807, 14.353080091418112, 14.29212015433728, 14.230313749339135, 14.16799232001484, 14.105493415223544]","[16, 16, 16, 16, 16, 16]",1.7428604788842026
2020-05-10 07:00:00,"[14.390431158491367, 14.329263094790324, 14.26785265459945, 14.20654041783379, 14.145668954695886, 14.08558056672451]","[16, 16, 16, 16, 16, 16]",1.7655240370830658
2020-05-10 07:15:00,"[14.147570349453465, 14.08563545636904, 14.024378843566337, 13.964141305280268, 13.905259508022018, 13.848063783288556]","[16, 16, 16, 16, 16, 16]",2.0067741113653055
2020-05-10 07:30:00,"[14.083601588710211, 14.02554703991005, 13.969088985707364, 13.914548122041523, 13.86223507625777, 13.812448386572218]","[16, 16, 16, 15, 15, 15]",1.611347290623275
2020-05-10 07:45:00,"[14.243974064926856, 14.194478911323454, 14.147418127611484, 14.103072748811858, 14.061708497940188, 14.023574077254917]","[15, 15, 15, 15, 14, 15]",0.7862388635334169
2020-05-10 08:00:00,"[14.16829366405818, 14.127261904807165, 14.089410800284426, 14.054969729473589, 14.024148341733932, 13.997135253683238]","[15, 14, 15, 15, 15, 10]",1.7962721870440825
2020-05-10 08:15:00,"[14.177684800605318, 14.148285713385814, 14.122666373641593, 14.100989937768738, 14.08339649643116, 14.070002258770918]","[15, 15, 10, 5, 3, 3]",7.600577207195045
2020-05-10 08:30:00,"[13.773832089043065, 13.753387047002763, 13.737188291984594, 13.725329745916794, 13.717880047250395, 13.714882253277343]","[5, 3, 3, 3, 3, 3]",10.429261938526563
2020-05-10 08:45:00,"[13.290416428798785, 13.28169062754149, 13.277872668397782, 13.278975667677596, 13.284984557265396, 13.29585637689555]","[3, 3, 3, 3, 3, 3]",10.28496804143407
2020-05-10 09:00:00,"[12.80381543191643, 12.808168481276532, 12.81784568105869, 12.832774546047784, 12.852853336433483, 12.877951953529045]","[3, 3, 3, 3, 3, 3]",9.83226973402864
2020-05-10 09:15:00,"[12.48845499864647, 12.508206597555183, 12.533384894931272, 12.563823707481415, 12.599328518170164, 12.639678001769227]","[3, 3, 3, 3, 3, 2]",9.730868224426374
2020-05-10 09:30:00,"[12.016064005287674, 12.04879710159349, 12.086870079152018, 12.130041246383893, 12.178043047822605, 12.230584074981296]","[3, 3, 2, 2, 3, 3]",9.460205946783656
2020-05-10 09:45:00,"[11.684642559903132, 11.730762598109386, 11.781940272255774, 11.837866521708472, 11.898210176947842, 11.962620371524547]","[2, 3, 3, 4, 4, 4]",8.508409475292462
2020-05-10 10:00:00,"[11.578102085565488, 11.63828223191913, 11.702858684673144, 11.771455705807993, 11.843681133404992, 11.919129163876445]","[4, 4, 4, 4, 4, 4]",7.743131179888571
2020-05-10 10:15:00,"[11.351871353926317, 11.422944774665392, 11.497763926314818, 11.575915332527549, 11.656974850679081, 11.740510603244147]","[4, 4, 4, 4, 4, 4]",7.542168640557518
2020-05-10 10:30:00,"[11.287984153764889, 11.368735941518107, 11.452340840345135, 11.53835935249904, 11.62634813085322, 11.715862962991771]","[4, 4, 4, 4, 4, 4]",7.499699496269514
