,prediction,real_values,metrics
2020-05-10 06:00:00,"[5.604312369777425, 5.602151825034509, 5.601304320277556, 5.601865903215129, 5.6039291854562645, 5.607582595115171]","[6, 6, 6, 6, 6, 6]",0.3964812700234522
2020-05-10 06:15:00,"[5.627367848964937, 5.629584403888217, 5.633374162292067, 5.638820619763039, 5.646001703947017, 5.654989059715192]","[6, 6, 6, 6, 6, 6]",0.361772217916165
2020-05-10 06:30:00,"[5.671107579644492, 5.678590799712018, 5.687856797836941, 5.69896937742317, 5.711984841469692, 5.726951366557878]","[6, 6, 6, 6, 6, 6]",0.30469525768941524
2020-05-10 06:45:00,"[5.728555645433616, 5.741942604691409, 5.757264732511806, 5.7745605390916985, 5.793859364496789, 5.815180888847393]","[6, 6, 6, 6, 6, 6]",0.23333491057901928
2020-05-10 07:00:00,"[5.778825538668357, 5.798082158239997, 5.8193391013170155, 5.842605718140752, 5.867881035391305, 5.8951534414673885]","[6, 6, 6, 6, 6, 6]",0.1710499435285388
2020-05-10 07:15:00,"[5.896694171601627, 5.922474545450691, 5.950249164428985, 5.979994602137346, 6.011676357686584, 6.045248742704746]","[6, 6, 6, 6, 6, 6]",0.06019612101704663
2020-05-10 07:30:00,"[5.956601269446312, 5.98811516148582, 6.021501420427443, 6.056703427888082, 6.093653521496657, 6.132273101984064]","[6, 6, 6, 6, 6, 6]",0.07299479960020876
2020-05-10 07:45:00,"[6.109179597756817, 6.146659743366637, 6.185812503181867, 6.226546982915257, 6.268761743490918, 6.312345137662718]","[6, 6, 6, 6, 6, 6]",0.2194961831419268
2020-05-10 08:00:00,"[6.217692829539052, 6.259928397117871, 6.3035319493749045, 6.3483824011944545, 6.394349408843755, 6.441293919696305]","[6, 6, 6, 6, 5, 5]",0.8514686643589021
2020-05-10 08:15:00,"[6.333404261184095, 6.379291376687513, 6.426162874240871, 6.473871503210942, 6.522262569535962, 6.57117467614844]","[6, 5, 5, 5, 5, 5]",1.3543580304951923
2020-05-10 08:30:00,"[6.449098834526942, 6.497452086817836, 6.546371328744756, 6.5956887687201915, 6.645231319391657, 6.694821495819896]","[5, 5, 5, 5, 5, 5]",1.5736869190178002
2020-05-10 08:45:00,"[6.5702056818578525, 6.619827339982407, 6.669554689600209, 6.719205430453181, 6.768594440817334, 6.817534793972129]","[5, 5, 5, 5, 5, 5]",1.69626185536256
2020-05-10 09:00:00,"[6.645498736882273, 6.6947024478355575, 6.743530030947715, 6.791793800794058, 6.83930599199589, 6.885879836146408]","[5, 5, 5, 5, 5, 5]",1.7686950821503564
2020-05-10 09:15:00,"[6.748378270645197, 6.795940602199336, 6.842633360065351, 6.888271166954354, 6.932671456150338, 6.975655557088435]","[5, 5, 5, 5, 5, 5]",1.8655441012004141
2020-05-10 09:30:00,"[6.802669573986838, 6.846698544935647, 6.889392477057267, 6.930578271263369, 6.970088422270546, 7.0077620452340135]","[5, 5, 5, 5, 5, 5]",1.909153666092513
2020-05-10 09:45:00,"[6.882932962440772, 6.922386134956648, 6.960096204351286, 6.995909274869922, 7.029679534325741, 7.06127017401844]","[5, 5, 5, 5, 5, 5]",1.9763210644655895
2020-05-10 10:00:00,"[6.92829641607384, 6.961862069363399, 6.993336479449941, 7.022592491041485, 7.049513168810087, 7.073992559373801]","[5, 5, 5, 5, 5, 5]",2.0055527051180175
2020-05-10 10:15:00,"[6.938878774638954, 6.965465428981467, 6.9897038226182, 7.011499787366131, 7.030770961081675, 7.047447347476626]","[5, 5, 5, 5, 5, 5]",1.9976414963920113
2020-05-10 10:30:00,"[6.955890623942625, 6.9751300135996885, 6.991874093902896, 7.006065693770378, 7.01766038075788, 7.026626790270255]","[5, 5, 5, 5, 5, 5]",1.9956902830956358
2020-05-10 10:45:00,"[6.942518238899668, 6.953884522907477, 6.962713348055737, 6.968986322883982, 6.972698036654602, 6.973856146417025]","[5, 5, 5, 5, 6, 5]",1.8331413030149266
2020-05-10 11:00:00,"[6.855291609560342, 6.858830545042726, 6.859937657783957, 6.858634885458802, 6.854956537379166, 6.848949125711855]","[5, 6, 5, 5, 5, 5]",1.7297911827215375
2020-05-10 11:15:00,"[6.817678164314405, 6.8136073412468185, 6.807263269365918, 6.798704448878824, 6.788000696499236, 6.775232748313585]","[5, 5, 5, 5, 5, 5]",1.8001417313567356
2020-05-10 11:30:00,"[6.678910981608556, 6.66643134268219, 6.651882362659989, 6.635357013762419, 6.616958147507895, 6.596797888207863]","[5, 5, 5, 5, 5, 5]",1.6412982947017742
2020-05-10 11:45:00,"[6.559499014767414, 6.5419901064271615, 6.522879304286492, 6.502285319307453, 6.480333909402399, 6.45715711366243]","[5, 5, 5, 5, 5, 5]",1.5110972039456518
2020-05-10 12:00:00,"[6.519505454575542, 6.498337247887326, 6.476047164924947, 6.452772280249701, 6.428653774274071, 6.403836058453314]","[5, 5, 5, 5, 5, 5]",1.4637270437708876
2020-05-10 12:15:00,"[6.356711962542096, 6.332229110332826, 6.307128846034782, 6.281558583749991, 6.25566671210027, 6.229601667049339]","[5, 5, 5, 5, 5, 5]",1.2945461963515594
