,prediction,real_values,metrics
2020-05-10 06:00:00,"[2.1003355975581006, 2.116187178575009, 2.138690408376066, 2.1681475445336247, 2.204828808497545, 2.248969874584637]","[4, 4, 4, 4, 4, 4]",1.837860101197951
2020-05-10 06:15:00,"[2.2289775339536773, 2.265788542916531, 2.3099701252579865, 2.3617214460154856, 2.421203237943773, 2.488535962412717]","[4, 4, 4, 4, 4, 4]",1.6563660175157213
2020-05-10 06:30:00,"[2.393301721430252, 2.4526516658111737, 2.5197765830737047, 2.5947565757824615, 2.677628991337705, 2.7683873811402724]","[4, 4, 4, 4, 4, 4]",1.4380004287484622
2020-05-10 06:45:00,"[2.639255197559323, 2.7221593977912786, 2.8128798362349943, 2.9113661614614808, 3.017523414117215, 3.13121187402906]","[4, 4, 4, 3, 3, 3]",0.9054590813966998
2020-05-10 07:00:00,"[2.9505478781318883, 3.056719312222008, 3.170361120547386, 3.2912896478679867, 3.419277436307345, 3.5540539896338754]","[3, 3, 3, 3, 3, 3]",0.3168344875775277
2020-05-10 07:15:00,"[3.3140166144025187, 3.442177152466685, 3.5771357988011534, 3.718579869939394, 3.8661560006977784, 4.0194717991182065]","[3, 3, 3, 3, 3, 4]",0.5618681928071146
2020-05-10 07:30:00,"[3.667615173798455, 3.8149469643359932, 3.968036574092207, 4.126454767607394, 4.289737336226952, 4.457387562174616]","[3, 3, 4, 4, 3, 3]",0.9050103081044489
2020-05-10 07:45:00,"[4.125231329805485, 4.288579696338401, 4.4563161283849055, 4.627913727542602, 4.802818612474386, 4.980453058454002]","[4, 3, 3, 3, 3, 3]",1.506620365593135
2020-05-10 08:00:00,"[4.616188202568225, 4.7911964764750685, 4.968978032936373, 5.148933832912556, 5.3304475631931, 5.512889270711891]","[3, 3, 3, 3, 3, 3]",2.084100068276123
2020-05-10 08:15:00,"[5.108898080305132, 5.2905557539193815, 5.473221684402764, 5.656254481375362, 5.839006259781364, 6.020826556549166]","[3, 3, 3, 3, 3, 3]",2.5836653476790508
2020-05-10 08:30:00,"[5.586104189011497, 5.768783430656427, 5.950637990420933, 6.131017919977004, 6.309278007847568, 6.484781744114882]","[3, 3, 3, 3, 3, 3]",3.0539225886656194
2020-05-10 08:45:00,"[6.058074566881978, 6.236341822984754, 6.411976239055019, 6.584352799818442, 6.752862307888872, 6.916915159646274]","[3, 3, 3, 3, 3, 3]",3.5057356615288993
2020-05-10 09:00:00,"[6.496425733714303, 6.664926640244362, 6.829116706046028, 6.988428080039645, 7.142318874514116, 7.290276526642171]","[3, 3, 3, 3, 3, 3]",3.9113435846082067
2020-05-10 09:15:00,"[6.89796210262021, 7.051918770709264, 7.200103730072742, 7.342034690894766, 7.477263924729794, 7.60538101923507]","[3, 3, 3, 3, 3, 3]",4.26930356268661
2020-05-10 09:30:00,"[7.223415545388722, 7.358613339969603, 7.486880618290803, 7.607844942260605, 7.7211749418826, 7.826582298019911]","[3, 3, 3, 3, 3, 3]",4.542108015054275
2020-05-10 09:45:00,"[7.484361282303134, 7.59757120559928, 7.703064507460281, 7.800595996768129, 7.889965467012493, 7.971018794462438]","[3, 3, 3, 3, 3, 3]",4.74402228967795
2020-05-10 10:00:00,"[7.696634011275949, 7.786153303023877, 7.867555127423992, 7.940729735371471, 8.005613628325872, 8.062189725760522]","[3, 3, 3, 4, 4, 4]",4.41086545077753
2020-05-10 10:15:00,"[7.813271458936268, 7.8782111696171775, 7.935058566477233, 7.9838406026552455, 8.024628847016185, 8.057538724531842]","[4, 4, 4, 4, 4, 4]",3.9496516897477183
2020-05-10 10:30:00,"[7.867859404206081, 7.908593529154021, 7.94163231170281, 7.967132240126208, 7.985290225733541, 7.996341979193302]","[4, 4, 4, 4, 4, 4]",3.9447291972146927
2020-05-10 10:45:00,"[7.8049959047543815, 7.8227069178035045, 7.833487790392951, 7.837610116277494, 7.83537927214663, 7.827132047809242]","[4, 4, 4, 4, 4, 4]",3.8269011817842067
2020-05-10 11:00:00,"[7.734167036933864, 7.731994348883764, 7.723977605837877, 7.710480323441155, 7.691891102626451, 7.668620685913627]","[4, 4, 4, 4, 4, 4]",3.7102627123968706
2020-05-10 11:15:00,"[7.592440760890064, 7.573691580126951, 7.550430764625419, 7.523086594581484, 7.4921022316966255, 7.457932404549436]","[4, 4, 4, 4, 4, 4]",3.5319181381780504
2020-05-10 11:30:00,"[7.383686305861736, 7.352331505584521, 7.3179500915817774, 7.281003795076472, 7.241958194766165, 7.201279260046656]","[4, 4, 4, 4, 4, 4]",3.2969612294444945
2020-05-10 11:45:00,"[7.159921084889272, 7.120635301008647, 7.079865800118973, 7.038074302712576, 6.995715208068064, 6.953232233883368]","[4, 4, 4, 4, 4, 4]",3.05872590564743
2020-05-10 12:00:00,"[6.927338309115099, 6.884778901905117, 6.842233952262479, 6.800131888110453, 6.758883237083559, 6.718877595487363]","[4, 4, 4, 3, 3, 3]",3.3508657800525445
2020-05-10 12:15:00,"[6.6943554139255195, 6.652925909432348, 6.612863974519949, 6.574534187516335, 6.538273931177262, 6.504390900567992]","[3, 3, 3, 3, 3, 3]",3.5968122084317575
