,prediction,real_values,metrics
2020-05-10 06:00:00,"[14.890551220396462, 14.878482225816382, 14.86522043315092, 14.850764085528448, 14.835120588897944, 14.818306180595657]","[14, 14, 14, 14, 14, 14]",0.8567642448571795
2020-05-10 06:15:00,"[14.772861610300252, 14.75693280099595, 14.739869108547538, 14.721695934015537, 14.702446457364546, 14.682161124002617]","[14, 14, 14, 14, 14, 14]",0.7299872690010278
2020-05-10 06:30:00,"[14.635730724439451, 14.615898041092752, 14.595055817821597, 14.573251391393551, 14.55053804289049, 14.526974350881218]","[14, 14, 14, 14, 14, 14]",0.5840928348348609
2020-05-10 06:45:00,"[14.551986511002191, 14.529238815777674, 14.505677656988336, 14.481366212569318, 14.456371253351659, 14.430762404156214]","[14, 14, 14, 14, 14, 14]",0.4943071119514796
2020-05-10 07:00:00,"[14.29882653033239, 14.272114401162442, 14.244792956558515, 14.216936781544803, 14.188621863151061, 14.159924833715168]","[14, 14, 14, 14, 14, 14]",0.23504710911345947
2020-05-10 07:15:00,"[14.151908138937785, 14.12273751898445, 14.093182238621312, 14.063321013983126, 14.033231755185172, 14.002990843042989]","[14, 14, 14, 14, 14, 14]",0.09304690245885404
2020-05-10 07:30:00,"[14.029392588299393, 13.99953373880782, 13.969529094418489, 13.939451710639123, 13.909371666439087, 13.879355441569652]","[14, 14, 14, 14, 14, 14]",0.06858974340332587
2020-05-10 07:45:00,"[13.925832925483732, 13.89581635410607, 13.865866161769366, 13.836043728867903, 13.806405619384465, 13.777003106499393]","[14, 14, 14, 14, 14, 14]",0.15728685637655296
2020-05-10 08:00:00,"[13.876279819665033, 13.847344788293533, 13.818638857057481, 13.790206377776235, 13.762085636296298, 13.734308563620171]","[14, 14, 14, 14, 14, 14]",0.2011262905906641
2020-05-10 08:15:00,"[13.720461619371525, 13.690927994218168, 13.661726905125873, 13.632887805449268, 13.60443354574041, 13.57638026537424]","[14, 14, 14, 14, 14, 14]",0.3556200595218333
2020-05-10 08:30:00,"[13.569130588984137, 13.539976745489579, 13.51120611716344, 13.482829485676385, 13.454850965590499, 13.427268088612985]","[14, 14, 14, 14, 14, 14]",0.5047877370509881
2020-05-10 08:45:00,"[13.42489002809995, 13.396089403840788, 13.367648673963512, 13.339561545969561, 13.311815687602907, 13.284392983186507]","[14, 14, 14, 14, 14, 14]",0.6477136313444699
2020-05-10 09:00:00,"[13.4248835693909, 13.3976848277899, 13.370775424029867, 13.34413079055946, 13.317721438272835, 13.291513379002255]","[14, 14, 14, 14, 14, 14]",0.6438281072684536
2020-05-10 09:15:00,"[13.152710972316727, 13.123917143063553, 13.09532831800596, 13.066913536503154, 13.038638365339205, 13.010465402046744]","[14, 14, 14, 14, 14, 14]",0.9199543450952297
2020-05-10 09:30:00,"[13.26764630869418, 13.24101948132946, 13.214404981018442, 13.187758654833553, 13.161034856443873, 13.134187045304705]","[14, 14, 14, 14, 14, 14]",0.8002898931176384
2020-05-10 09:45:00,"[13.16714589361058, 13.140186476713069, 13.113056807371425, 13.08571084872729, 13.058103128151817, 13.030189345670303]","[14, 14, 14, 14, 14, 14]",0.9021474896869445
2020-05-10 10:00:00,"[12.992361755452176, 12.9633898907106, 12.934085476118158, 12.90440971024029, 12.87432628459078, 12.843801928851908]","[14, 14, 14, 14, 14, 14]",1.0824603533220194
2020-05-10 10:15:00,"[12.954209593610454, 12.924440554675297, 12.894172619767817, 12.863376612716085, 12.832027700669281, 12.800105840961676]","[14, 14, 14, 14, 14, 14]",1.1231783695398894
2020-05-10 10:30:00,"[12.816184455099103, 12.783859972914845, 12.750909892731984, 12.717322054282088, 12.683090115407042, 12.64821384325617]","[14, 14, 14, 14, 14, 14]",1.268035362022456
2020-05-10 10:45:00,"[12.775567565848284, 12.741306193267741, 12.706344993883153, 12.670690962440544, 12.634357925711338, 12.597366653053742]","[14, 14, 14, 14, 14, 14]",1.3138054941105481
2020-05-10 11:00:00,"[12.672393548440319, 12.636094578309104, 12.599099585867659, 12.56143834241859, 12.523147792107922, 12.484271950301109]","[14, 14, 14, 14, 14, 15]",1.6413784129260454
2020-05-10 11:15:00,"[12.568531094174293, 12.529506455202814, 12.489812549552795, 12.44950283370842, 12.40863785010893, 12.367284909528005]","[14, 14, 15, 15, 15, 15]",2.2606738621027396
2020-05-10 11:30:00,"[12.545996484641213, 12.50545146503144, 12.464333662040062, 12.42271715914049, 12.380682432870069, 12.338315839014173]","[15, 15, 15, 15, 15, 16]",2.7563759926834197
2020-05-10 11:45:00,"[12.468180883327133, 12.425877577021065, 12.383130324013177, 12.34003380322528, 12.296687939937165, 12.253197200004447]","[15, 15, 16, 16, 17, 17]",3.7453658979913187
2020-05-10 12:00:00,"[12.455775641505367, 12.412566745257603, 12.369085293053702, 12.32544122924715, 12.28174819086694, 12.238122654655825]","[16, 17, 17, 17, 17, 17]",4.506297757597814
2020-05-10 12:15:00,"[12.47373441770508, 12.43016618848658, 12.3864726002698, 12.342774700479874, 12.299195601454358, 12.255859516439797]","[17, 17, 17, 17, 17, 16]",4.480717831235135
2020-05-10 12:30:00,"[12.432309565770938, 12.388524376695141, 12.34478435923689, 12.301216639740456, 12.257948536531469, 12.215106531437993]","[17, 17, 16, 16, 16, 16]",4.031117933805813
2020-05-10 12:45:00,"[12.467412556057642, 12.424693026603475, 12.382221415807848, 12.340124003111704, 12.298525107876076, 12.25754605672944]","[16, 16, 16, 16, 16, 16]",3.63895328573297
2020-05-10 13:00:00,"[12.555733319637367, 12.514093628427954, 12.472930663578328, 12.432366149908619, 12.39251759452587, 12.353497293429522]","[16, 16, 16, 16, 16, 16]",3.5471504263727414
2020-05-10 13:15:00,"[12.504453489165703, 12.465089765481737, 12.426377225829635, 12.388422168313575, 12.35132476201673, 12.31517817462861]","[16, 16, 16, 16, 16, 16]",3.5921083135792578
2020-05-10 13:30:00,"[12.569449387447404, 12.532022916177915, 12.495443681404451, 12.45980099472607, 12.425176145340185, 12.39164167882252]","[16, 16, 16, 16, 16, 16]",3.521601953472459
2020-05-10 13:45:00,"[12.505581050948257, 12.471763446361997, 12.438813069599787, 12.406792778253987, 12.37575661384941, 12.345749295326572]","[16, 16, 16, 16, 16, 16]",3.5763411422906044
2020-05-10 14:00:00,"[12.582190343563248, 12.551474692032201, 12.521655798763431, 12.492770769330813, 12.464847346476795, 12.437903625859052]","[16, 16, 16, 16, 16, 16]",3.4918743717484886
2020-05-10 14:15:00,"[12.613102119901118, 12.585589347109224, 12.558901626413139, 12.533048355398487, 12.508029778635601, 12.483836945075295]","[16, 16, 16, 16, 16, 16]",3.4531977386960424
2020-05-10 14:30:00,"[12.509566392166162, 12.48319088815726, 12.457516532634436, 12.432529197656295, 12.408206379532826, 12.384517376010646]","[16, 16, 16, 7, 8, 8]",4.188653558620713
2020-05-10 14:45:00,"[12.720580590584307, 12.69812648546628, 12.676177003356992, 12.654691921438406, 12.633624152064098, 12.612920147073154]","[7, 8, 8, 8, 8, 8]",4.849050217704211
2020-05-10 15:00:00,"[12.403967422037358, 12.38178192092899, 12.360211169387703, 12.339194674895756, 12.318665080650966, 12.298548775170287]","[8, 8, 8, 8, 8, 8]",4.3505437088674235
2020-05-10 15:15:00,"[12.135602507635344, 12.114468877674884, 12.093969237414067, 12.074022277925517, 12.054540649411896, 12.035431767998071]","[8, 8, 8, 8, 8, 8]",4.084815648968396
2020-05-10 15:30:00,"[11.797869186086576, 11.776522997809028, 11.755752190729313, 11.735461078139545, 11.715549314914472, 11.695912848673121]","[8, 8, 8, 8, 8, 8]",3.746339519865099
2020-05-10 15:45:00,"[11.708282333350661, 11.689482479610167, 11.671153509922991, 11.653183568025673, 11.635458095685689, 11.61786091867527]","[8, 8, 8, 8, 8, 8]",3.6627000582145266
2020-05-10 16:00:00,"[11.437342162687814, 11.418290968660989, 11.399546732050945, 11.380992657802699, 11.36251151596825, 11.343986776065744]","[8, 8, 8, 8, 8, 7]",3.574557511799836
