,prediction_A,prediction_B,real_values,metrics_A,metrics_B
2020-05-10 06:00:00,[20.818842 20.85319  20.973478 20.716318 20.547588 20.624353],[20.874432 20.6583   20.633604 20.499838 20.31826  20.229408],[21 21 21 21 21 21],0.2832363688165492,0.5124312911058615
2020-05-10 06:15:00,[20.818842 20.85319  20.973478 20.716318 20.547588 20.624353],[20.874432 20.6583   20.633604 20.499838 20.31826  20.229408],[21 21 21 21 21 21],0.2832363688165492,0.5124312911058615
2020-05-10 06:30:00,[20.818842 20.85319  20.973478 20.716318 20.547588 20.624353],[20.874432 20.6583   20.633604 20.499838 20.31826  20.229408],[21 21 21 21 21 21],0.2832363688165492,0.5124312911058615
2020-05-10 06:45:00,[20.04175  20.08359  20.164555 19.792582 19.548285 19.626734],[19.954916 19.723246 19.624092 19.522902 19.353888 19.207079],[20 20 20 20 20 20],0.2652688678630764,0.49895563456228315
2020-05-10 07:00:00,[19.59554  19.68286  19.569681 19.41607  18.978313 18.853176],[19.409742 19.208708 19.169094 18.968683 18.830856 18.690048],[20 20 20 20 20 20],0.7244955316614333,0.9841609724935685
2020-05-10 07:15:00,[19.808645 19.857727 19.892853 19.650284 19.469755 19.248291],[19.550966 19.396158 19.338568 19.131227 18.996744 18.937494],[20 20 20 20 20 20],0.41570545346742155,0.8056007286208187
2020-05-10 07:30:00,[19.81663  19.870728 19.900698 19.66224  19.484    19.26422 ],[19.545965 19.412794 19.341208 19.163647 19.022573 18.940947],[20 20 20 20 20 20],0.4045387422517768,0.7917711710874918
2020-05-10 07:45:00,[19.81663  19.870728 19.900698 19.66224  19.484    19.26422 ],[19.545965 19.412794 19.341208 19.163647 19.022573 18.940947],[20 20 20 20 20 20],0.4045387422517768,0.7917711710874918
2020-05-10 08:00:00,[19.81663  19.870728 19.900698 19.66224  19.484    19.26422 ],[19.545965 19.412794 19.341208 19.163647 19.022573 18.940947],[20 20 20 20 20 20],0.4045387422517768,0.7917711710874918
2020-05-10 08:15:00,[19.81663  19.870728 19.900698 19.66224  19.484    19.26422 ],[19.545965 19.412794 19.341208 19.163647 19.022573 18.940947],[20 20 20 20 20 20],0.4045387422517768,0.7917711710874918
2020-05-10 08:30:00,[19.81663  19.870728 19.900698 19.66224  19.484    19.26422 ],[19.545965 19.412794 19.341208 19.163647 19.022573 18.940947],[20 20 20 20 20 20],0.4045387422517768,0.7917711710874918
2020-05-10 08:45:00,[19.81663  19.870728 19.900698 19.66224  19.484    19.26422 ],[19.545965 19.412794 19.341208 19.163647 19.022573 18.940947],[20 20 20 20 20 20],0.4045387422517768,0.7917711710874918
2020-05-10 09:00:00,[19.81663  19.870728 19.900698 19.66224  19.484    19.26422 ],[19.545965 19.412794 19.341208 19.163647 19.022573 18.940947],[20 20 20 20 20 20],0.4045387422517768,0.7917711710874918
2020-05-10 09:15:00,[20.766172 20.838451 20.852112 20.711153 20.587944 20.373222],[20.5887   20.478992 20.45035  20.26709  20.106571 20.076809],[21 21 21 21 21 21],0.3532508850679182,0.698854598085436
2020-05-10 09:30:00,[20.867939 20.861609 21.060247 20.776289 20.594383 20.475609],[20.799067 20.629055 20.581493 20.43629  20.274517 20.176483],[21 21 21 21 21 21],0.29714747857115054,0.5590760001606391
2020-05-10 09:45:00,[20.823624 20.858442 20.980309 20.725485 20.560278 20.640528],[20.847973 20.6488   20.60823  20.503078 20.309566 20.193026],[21 21 21 21 21 21],0.27369975180450257,0.5283266300869041
2020-05-10 10:00:00,[20.818842 20.85319  20.973478 20.716318 20.547588 20.624353],[20.874432 20.6583   20.633604 20.499838 20.31826  20.229408],[21 21 21 21 21 21],0.2832363688165492,0.5124312911058615
2020-05-10 10:15:00,[20.818842 20.85319  20.973478 20.716318 20.547588 20.624353],[20.874432 20.6583   20.633604 20.499838 20.31826  20.229408],[21 21 21 21 21 21],0.2832363688165492,0.5124312911058615
2020-05-10 10:30:00,[20.818842 20.85319  20.973478 20.716318 20.547588 20.624353],[20.874432 20.6583   20.633604 20.499838 20.31826  20.229408],[21 21 21 21 21 21],0.2832363688165492,0.5124312911058615
2020-05-10 10:45:00,[20.818842 20.85319  20.973478 20.716318 20.547588 20.624353],[20.874432 20.6583   20.633604 20.499838 20.31826  20.229408],[21 21 21 21 21 21],0.2832363688165492,0.5124312911058615
2020-05-10 11:00:00,[21.768795 21.724562 22.027782 21.981607 22.01205  21.931791],[21.962896 21.760088 21.709831 21.589727 21.331432 21.258661],[22 22 22 22 22 22],0.15012761334188435,0.4669085929695339
2020-05-10 11:15:00,[22.429615 22.293299 22.600834 22.560698 22.750902 22.703197],[22.18802  22.040112 22.05845  21.897177 21.737873 21.578125],[23 22 22 22 22 22],0.5979251698760455,0.3919178177092637
2020-05-10 11:30:00,[23.337362 23.396263 23.462381 23.237936 23.04936  22.888275],[22.858181 22.808859 22.82502  22.695133 22.531807 22.352642],[24 24 24 24 24 24],0.7971836151442244,1.3338667207889303
2020-05-10 11:45:00,[22.232162 22.04379  21.724417 21.464977 21.44656  21.592789],[21.638357 21.427357 21.422571 21.285103 21.21361  20.796307],[24 24 24 24 24 24],2.268308691870528,2.7153047244908532
2020-05-10 12:00:00,[22.149118 21.799992 21.495882 21.465246 21.314817 21.664286],[21.585665 21.3372   21.274927 21.224573 21.129902 20.734018],[24 24 24 24 24 24],2.3673878033070235,2.797398598794428
2020-05-10 12:15:00,[21.327093 20.936134 20.461792 20.603666 20.31833  20.880703],[20.969849 20.626421 20.526016 20.488798 20.35228  20.099688],[23 24 24 25 25 25],3.7175079218944798,3.9483418798038397
2020-05-10 12:30:00,[22.823956 22.657303 22.49859  22.097908 22.212992 22.198679],[22.199257 22.00109  22.008518 21.813316 21.79816  21.320683],[25 25 25 25 25 25],2.59863430835167,3.1551729329865728
2020-05-10 12:45:00,[24.084917 24.01446  24.360544 23.816463 24.042538 23.765284],[23.468063 23.544765 23.648462 23.244114 23.398834 22.72277 ],[28 28 28 28 28 28],3.9907049085176336,4.671933448284685
