,prediction,real_values,metrics
2020-05-10 06:00:00,"[7.704637789257412, 7.658466452951344, 7.612090680530235, 7.565335282952676, 7.518033015881222, 7.470025677133978]","[12, 12, 12, 12, 12, 12]",4.412628559462313
2020-05-10 06:15:00,"[7.729252753930792, 7.682213792040549, 7.6342600612550875, 7.585244142976113, 7.5350308211948445, 7.483497878152087]","[12, 12, 12, 12, 12, 12]",4.392551563948309
2020-05-10 06:30:00,"[7.744949158299583, 7.695177720570376, 7.64388467312148, 7.590963300273707, 7.536322219696924, 7.479885800955067]","[12, 12, 12, 12, 12, 12]",4.385737292297753
2020-05-10 06:45:00,"[7.743816086047117, 7.689172049027298, 7.632526186230658, 7.573820370438945, 7.513013956966356, 7.450083788920213]","[12, 12, 12, 12, 12, 12]",4.400738840195025
2020-05-10 07:00:00,"[7.760308106757185, 7.700143833618202, 7.6376590323174165, 7.572849374868986, 7.505728679824934, 7.436328493038675]","[12, 12, 12, 12, 12, 12]",4.399223493980101
2020-05-10 07:15:00,"[7.747254844649974, 7.680708959798622, 7.611683753498621, 7.540229781912224, 7.466415082450283, 7.39032435685844]","[12, 12, 12, 12, 12, 11]",4.271458314149306
2020-05-10 07:30:00,"[7.865603564451349, 7.793168033863925, 7.718250405349225, 7.640951453042388, 7.561388074553375, 7.479692108546963]","[12, 12, 11, 11, 11, 11]",3.6756037201354315
2020-05-10 07:45:00,"[7.847651461989129, 7.768844422439997, 7.687715413125355, 7.604410865797588, 7.519090602002206, 7.43192636269867]","[11, 11, 11, 11, 11, 11]",3.359732185322002
2020-05-10 08:00:00,"[7.835425628366873, 7.75133932402265, 7.665255752751475, 7.577356944840687, 7.487834695791244, 7.396888899268085]","[11, 11, 11, 11, 11, 11]",3.384303142133586
2020-05-10 08:15:00,"[7.794443377207302, 7.705856259637918, 7.615686397817299, 7.524140400892698, 7.431430475803843, 7.337772664657843]","[11, 11, 11, 11, 11, 11]",3.4353251243385716
2020-05-10 08:30:00,"[7.7188977337096905, 7.62736605440546, 7.534729410271282, 7.44120517196723, 7.347011915251741, 7.2523676858936055]","[11, 11, 11, 11, 11, 11]",3.516686001762426
2020-05-10 08:45:00,"[7.75406097702513, 7.661654065905925, 7.568637679507594, 7.475225984886683, 7.381630195275874, 7.288056959830842]","[11, 11, 11, 11, 11, 11]",3.482098843271257
2020-05-10 09:00:00,"[7.511810185285289, 7.417781906222604, 7.323617465226706, 7.229520379415756, 7.135687531709895, 7.042307762357035]","[11, 11, 11, 11, 11, 11]",3.726667377755774
