,prediction,real_values,metrics
2020-05-10 06:00:00,"[19.776813540733052, 19.803435887424136, 19.830436725115163, 19.857803457039843, 19.88552056998642, 19.913569621687877]","[20, 20, 20, 20, 20, 20]",0.1622739233332308
2020-05-10 06:15:00,"[19.883967777348154, 19.911610833656596, 19.93958462615405, 19.96786790222985, 19.99643655191166, 20.025263657233033]","[20, 20, 20, 20, 20, 20]",0.06659524640634662
2020-05-10 06:30:00,"[19.957696405203418, 19.9861729814586, 20.014909639981393, 20.043876894297995, 20.07304260789404, 20.102372104348717]","[20, 20, 20, 20, 20, 20]",0.05765346203657479
2020-05-10 06:45:00,"[20.082398935164548, 20.111971940464844, 20.141704322013045, 20.171557858283563, 20.201492108971262, 20.231464590632175]","[20, 20, 20, 20, 20, 20]",0.16483043826810892
2020-05-10 07:00:00,"[20.175831068074157, 20.20593636857955, 20.236085138238483, 20.266232388062352, 20.29633147339022, 20.326334323048794]","[20, 20, 20, 20, 20, 20]",0.25633593254283593
2020-05-10 07:15:00,"[20.279413505352135, 20.309681974775565, 20.339864162887036, 20.369910175961408, 20.399769148854332, 20.42938951567565]","[20, 20, 20, 20, 20, 20]",0.3583542819884283
2020-05-10 07:30:00,"[20.358886718654826, 20.388872478313473, 20.418623803986403, 20.44808811108381, 20.477212674869097, 20.50594492895274]","[20, 20, 20, 20, 20, 20]",0.43584449328552677
2020-05-10 07:45:00,"[20.456941084521997, 20.48619809382487, 20.515089356612073, 20.543561784332535, 20.57156291526727, 20.599041228166705]","[20, 20, 20, 20, 20, 20]",0.5309574306535284
2020-05-10 08:00:00,"[20.545765646457852, 20.573929893588968, 20.601595389624816, 20.62871089626425, 20.655226609335504, 20.68109447167746]","[20, 20, 20, 20, 20, 20]",0.6161252113597704
2020-05-10 08:15:00,"[20.61769587692884, 20.644300634070966, 20.67027460159778, 20.69557162689957, 20.720147838396414, 20.743961937210248]","[20, 20, 20, 20, 20, 20]",0.683355898769517
2020-05-10 08:30:00,"[20.681960457992748, 20.70657492655649, 20.73045433331809, 20.753559679139794, 20.77585494505696, 20.797307350064234]","[20, 20, 20, 20, 20, 20]",0.7419999800570771
2020-05-10 08:45:00,"[20.740362935088918, 20.762732375800553, 20.784290622704013, 20.805007539911482, 20.82485655265063, 20.843814861079824]","[20, 20, 20, 20, 20, 20]",0.7942982988308468
2020-05-10 09:00:00,"[20.77869830475216, 20.798498761631105, 20.817440807120224, 20.83550509464291, 20.85267624584402, 20.868943008826168]","[20, 20, 20, 20, 20, 20]",0.825870075666107
