,prediction,real_values,metrics
2020-05-10 06:00:00,"[24.72877158083158, 24.837818395488256, 24.949897171006594, 25.064779388299836, 25.182220886055372, 25.301962825125607]","[23, 23, 23, 23, 23, 23]",2.0204274043351105
2020-05-10 06:15:00,"[24.826586296621496, 24.941967426958364, 25.05973333830392, 25.17961350415936, 25.301324411715115, 25.424570786921084]","[23, 23, 23, 23, 23, 23]",2.132115889109307
2020-05-10 06:30:00,"[25.170470877933788, 25.293076101512792, 25.417321050651786, 25.542897021868882, 25.669485702110226, 25.796760627488567]","[23, 23, 23, 23, 23, 23]",2.490881105361542
2020-05-10 06:45:00,"[25.43821073136754, 25.564309842631562, 25.691202006041067, 25.818553386917205, 25.946024437838965, 26.073271517326045]","[23, 23, 23, 23, 23, 23]",2.763796476447653
2020-05-10 07:00:00,"[25.718162009766296, 25.845500533164074, 25.972742440692677, 26.09954011671832, 26.225544480413664, 26.35040669544983]","[23, 23, 23, 23, 23, 23]",3.042997063462751
2020-05-10 07:15:00,"[25.963496247090273, 26.08882450910324, 26.21314213104144, 26.33610165724987, 26.457358560738886, 26.57657296014659]","[23, 23, 23, 23, 23, 23]",3.2792836065493542
2020-05-10 07:30:00,"[26.223526875902078, 26.34474344439854, 26.464062546552068, 26.581148780347895, 26.695673965521166, 26.807318797033908]","[23, 23, 23, 23, 23, 24]",3.3650615405351525
2020-05-10 07:45:00,"[26.469640744520298, 26.58419899026547, 26.696035022053948, 26.804837285031034, 26.910305384428472, 27.01215161051187]","[23, 23, 24, 24, 24, 24]",3.097405933165141
2020-05-10 08:00:00,"[26.689310996112216, 26.79421312258347, 26.895642512995416, 26.99332429430275, 27.08699826047518, 27.1764201865212]","[24, 24, 24, 24, 24, 24]",2.9440323810400297
2020-05-10 08:15:00,"[26.89086443944165, 26.98453635653151, 27.074085802677807, 27.159283724193294, 27.23991869151492, 27.315797952202278]","[24, 24, 24, 24, 24, 24]",3.1141403530327367
2020-05-10 08:30:00,"[27.016268280903425, 27.096234872719926, 27.171578487577836, 27.24212560818736, 27.3077224465938, 27.368235683731623]","[24, 24, 24, 24, 24, 24]",3.2026258158066008
2020-05-10 08:45:00,"[27.124542907784484, 27.190006791265603, 27.250526491078347, 27.305987871208796, 27.35629763992811, 27.401383759754435]","[24, 24, 24, 24, 24, 24]",3.272830969094823
2020-05-10 09:00:00,"[27.128188384862806, 27.177717002966965, 27.222165928818242, 27.26148359892471, 27.29563936566243, 27.324623567653607]","[24, 24, 24, 24, 24, 24]",3.2356719332087627
2020-05-10 09:15:00,"[27.198285384061037, 27.232693291301544, 27.26207054102886, 27.28642590075739, 27.305788146491874, 27.320205814266483]","[24, 24, 24, 24, 24, 24]",3.267849360255073
