,prediction,real_values,metrics
2020-05-10 06:00:00,"[3.7817426496514908, 3.7547932960429993, 3.727461158017575, 3.699820226963591, 3.67194236256009, 3.6438968681728854]","[5, 5, 5, 5, 5, 5]",1.2875859871828879
2020-05-10 06:15:00,"[3.7382882991084285, 3.710446771525605, 3.6823824448260103, 3.654162138784531, 3.625849689829845, 3.5975056411236053]","[5, 5, 5, 5, 5, 5]",1.3327627331499525
2020-05-10 06:30:00,"[3.6957275179410787, 3.667490369515078, 3.6391598205073343, 3.6107932862184917, 3.5824447380720508, 3.5541645169775005]","[5, 5, 5, 5, 5, 5]",1.3758871728885191
2020-05-10 06:45:00,"[3.6478267653803176, 3.619507470759708, 3.591195986406033, 3.5629393924960815, 3.5347812330676254, 3.506761449765933]","[5, 5, 5, 5, 5, 5]",1.4236473943679593
2020-05-10 07:00:00,"[3.6271997036325523, 3.5992175901103383, 3.571307236973593, 3.5435053262763794, 3.515845299572512, 3.488357399786469]","[5, 5, 5, 5, 5, 5]",1.4432076707144101
2020-05-10 07:15:00,"[3.5646830931502667, 3.536879934936261, 3.5091839977505184, 3.4816234427811974, 3.454223762475682, 3.427007904589868]","[5, 5, 5, 5, 5, 5]",1.5051347103982171
2020-05-10 07:30:00,"[3.5266689170618415, 3.4993369704476187, 3.472123041388765, 3.445048160959711, 3.4181315011642486, 3.391390556602662]","[5, 5, 5, 5, 4, 4]",1.2834818291881358
2020-05-10 07:45:00,"[3.5060192228756946, 3.479238671039665, 3.4525625796435104, 3.4260075725080217, 3.3995894015649992, 3.3733231524946996]","[5, 4, 4, 4, 4, 4]",0.804730049778023
2020-05-10 08:00:00,"[3.4317813871373657, 3.40525092282803, 3.3788376633074027, 3.3525566632419865, 3.326422893747367, 3.300451438945601]","[4, 4, 4, 4, 4, 4]",0.6357015398989208
2020-05-10 08:15:00,"[3.383657667813655, 3.3576274804020874, 3.3317319532045295, 3.305986446969951, 3.28040696096575, 3.255010294741313]","[4, 4, 4, 4, 4, 4]",0.6823465787638849
2020-05-10 08:30:00,"[3.3030307373408667, 3.2772964494333694, 3.2517165307846505, 3.2263093910461595, 3.201094653562911, 3.176093252656065]","[4, 4, 4, 4, 4, 4]",0.7619781235554144
2020-05-10 08:45:00,"[3.2695138691105985, 3.244488232265695, 3.2196424801410988, 3.194999073643406, 3.1705821042759035, 3.1464173105406896]","[4, 4, 4, 4, 4, 4]",0.7935080153275149
2020-05-10 09:00:00,"[3.207198813972727, 3.1826722064379656, 3.15836271479417, 3.134298356040493, 3.1105089244846695, 3.087025911186721]","[4, 4, 4, 4, 4, 4]",0.8543093857188511
2020-05-10 09:15:00,"[3.163146814257937, 3.139445657941661, 3.1160143706208103, 3.0928861482941006, 3.070095831511603, 3.0476797272490765]","[4, 4, 4, 4, 4, 4]",0.8959909623327892
2020-05-10 09:30:00,"[3.110992198758096, 3.0881825761076467, 3.065707096734001, 3.043603654544141, 3.0219113828807753, 3.0006703828210455]","[4, 4, 4, 4, 4, 4]",0.9455739095549694
2020-05-10 09:45:00,"[3.0978105674812793, 3.0763287631953706, 3.0552567725924447, 3.0346355133121685, 3.0145064855368098, 2.9949114207528464]","[4, 4, 4, 4, 3, 3]",0.7628694750196495
2020-05-10 10:00:00,"[3.044612312340221, 3.0243718197334193, 3.0046234543327017, 2.98540941700058, 2.9667716008199188, 2.948751179264219]","[4, 3, 3, 3, 3, 3]",0.3910081944815066
2020-05-10 10:15:00,"[2.9867332086079865, 2.9680468795314123, 2.949955018064046, 2.9324975705633407, 2.9157130364237247, 2.899638029369647]","[3, 3, 3, 3, 3, 3]",0.06510876187331548
2020-05-10 10:30:00,"[2.9316772019512283, 2.9148617528161966, 2.898755246487158, 2.883392211188457, 2.868804410215485, 2.8550204098801735]","[3, 3, 3, 3, 3, 3]",0.11105236506738368
2020-05-10 10:45:00,"[2.9102435373046163, 2.895827232087772, 2.882209837339584, 2.8694159387469567, 2.8574661270360044, 2.8463766139389555]","[3, 3, 3, 3, 5, 5]",1.2435419838395836
2020-05-10 11:00:00,"[2.8526187302833255, 2.84055758918297, 2.8293548223583174, 2.8190222947086045, 2.809566813328465, 2.8009898238051756]","[3, 5, 5, 5, 5, 5]",1.9911018851704612
2020-05-10 11:15:00,"[2.846505904156186, 2.837158003973604, 2.82863103922115, 2.8209211443895983, 2.814018915758664, 2.807909218860736]","[5, 5, 5, 5, 5, 5]",2.1741828134124495
2020-05-10 11:30:00,"[2.88919051221675, 2.8824507217656157, 2.8764079211738647, 2.871041671062089, 2.866326082612202, 2.8622297523862303]","[5, 5, 5, 5, 5, 5]",2.1254122949205874
2020-05-10 11:45:00,"[2.9311949258706407, 2.9263998658069146, 2.9221299936871157, 2.9183497849634032, 2.9150187249404187, 2.912091373415464]","[5, 5, 5, 5, 5, 5]",2.079146166197428
2020-05-10 12:00:00,"[2.9717731248792094, 2.9683944364525154, 2.9653254830236384, 2.9625170198956337, 2.959915670935497, 2.957464124401053]","[5, 5, 5, 5, 5, 5]",2.0357742007997275
2020-05-10 12:15:00,"[3.0047317743871407, 3.002144376798719, 2.999613117292853, 2.99707776852226, 2.9944752154952026, 2.9917397720280405]","[5, 5, 5, 5, 5, 5]",2.0017078680328977
2020-05-10 12:30:00,"[3.0630504639622442, 3.060455737043452, 3.0576435175633625, 3.0545470130410384, 3.051098062411911, 3.0472275489629475]","[5, 5, 5, 5, 5, 5]",1.9443370974156196
2020-05-10 12:45:00,"[3.1061769174077023, 3.1027537645036394, 3.098822540265552, 3.094314495186039, 3.0891613128717275, 3.0832955924660266]","[5, 5, 5, 5, 5, 5]",1.904261991647995
