,prediction_A,prediction_B,real_values,metrics_A,metrics_B
2020-05-19 06:00:00,[13.196945  13.253282  13.1981535 13.179676  13.133976  13.228484 ],[12.945272 12.884961 12.830133 12.696638 12.742675 12.704691],[13 13 13 13 13 13],0.20192483707001865,0.22005144220199427
2020-05-19 06:15:00,[13.196945  13.253282  13.1981535 13.179676  13.133976  13.228484 ],[12.945272 12.884961 12.830133 12.696638 12.742675 12.704691],[13 13 13 13 13 13],0.20192483707001865,0.22005144220199427
2020-05-19 06:30:00,[13.196945  13.253282  13.1981535 13.179676  13.133976  13.228484 ],[12.945272 12.884961 12.830133 12.696638 12.742675 12.704691],[13 13 13 13 13 13],0.20192483707001865,0.22005144220199427
2020-05-19 06:45:00,[14.208256 14.267714 14.197733 14.167716 14.120186 14.22725 ],[13.893518 13.822695 13.754376 13.607386 13.648526 13.603822],[14 14 14 14 14 14],0.2034515625527157,0.29937253527366253
2020-05-19 07:00:00,[14.219536 14.258537 14.19815  14.182402 14.120789 14.212671],[13.902124 13.828356 13.768263 13.621107 13.660139 13.619593],[14 14 14 14 15 14],0.4094331399166411,0.6022513747416646
2020-05-19 07:15:00,[14.219942  14.256057  14.196898  14.1810465 14.118789  14.20783  ],[13.936159 13.864822 13.804132 13.65613  13.697782 13.653103],[14 14 14 14 14 14],0.20115942371042642,0.2551578021312185
2020-05-19 07:30:00,[14.220073 14.257942 14.1978   14.180883 14.119798 14.210291],[13.944351 13.874159 13.810861 13.658436 13.702613 13.658703],[14 14 14 14 14 13],0.526935367335423,0.34002478241472195
2020-05-19 07:45:00,[13.195388 13.242484 13.191946 13.174638 13.126133 13.210664],[12.987198 12.926299 12.873366 12.731472 12.783962 12.745021],[13 13 13 13 13 13],0.19347925837062513,0.18503411586440394
2020-05-19 08:00:00,[12.166312 12.227742 12.184507 12.165233 12.133909 12.217323],[12.027326 11.981067 11.930614 11.805888 11.861967 11.828129],[12 12 12 11 11 11],0.8405318291728672,0.5893725273469801
2020-05-19 08:15:00,[10.123913 10.199483 10.175439 10.159383 10.153926 10.229688],[10.092331 10.071718 10.043658  9.949582 10.008073  9.985906],[10  9  9  9  9  8],1.3218037494405117,1.1624733526284499
2020-05-19 08:30:00,[7.0463753 7.1037397 7.1132765 7.1087575 7.149886  7.1975355],[7.2038517 7.211132  7.208253  7.1537914 7.213748  7.223458 ],[7 7 7 7 6 6],0.6823857386459982,0.7214784022773809
2020-05-19 08:45:00,[6.0589676 6.099064  6.118009  6.140182  6.1731243 6.2392025],[6.1854563 6.2115192 6.191811  6.1666183 6.2173676 6.240878 ],[6 6 6 6 6 6],0.14947565853195402,0.2036985280578389
2020-05-19 09:00:00,[4.1238046 4.1802573 4.205961  4.2092285 4.240574  4.3609924],[4.160294  4.209317  4.2253466 4.2345476 4.2809277 4.3260746],[4 4 4 4 4 4],0.23173555358984566,0.2451348369892364
2020-05-19 09:15:00,[4.1093926 4.1077247 4.143687  4.201997  4.2177253 4.295306 ],[4.153197  4.1941752 4.2045717 4.2120614 4.2634673 4.3115783],[4 3 3 2 2 2],1.7118491961527813,1.7445348406306431
2020-05-19 09:30:00,[2.177466  2.1566007 2.2020104 2.255241  2.2635896 2.3432047],[2.2307801 2.2813823 2.3136573 2.327133  2.380459  2.4623175],[2 2 2 2 3 3],0.43505829576922467,0.4104399671514342
2020-05-19 09:45:00,[2.1629145 2.1395562 2.192339  2.245979  2.2476976 2.3265374],[2.1592968 2.2132204 2.225676  2.2622707 2.3141873 2.3829408],[2 2 2 2 2 2],0.22785148207651676,0.2695401203855647
2020-05-19 10:00:00,[3.1224303 3.0865254 3.148441  3.222536  3.2152972 3.288757 ],[3.04058   3.0777729 3.0898027 3.1189265 3.1912653 3.2251484],[3 3 3 3 3 3],0.19311760138800071,0.13974838039658885
2020-05-19 10:15:00,[3.1354563 3.1154456 3.1651936 3.22997   3.2319424 3.3141317],[3.0612404 3.0947802 3.1177251 3.1460068 3.2202206 3.2538137],[3 3 3 3 3 3],0.209891733934954,0.16372201635793315
2020-05-19 10:30:00,[4.1033916 4.099976  4.1508493 4.2041965 4.2072144 4.316508 ],[4.014955  4.050719  4.053576  4.074682  4.149784  4.1705666],[4 4 4 4 4 4],0.19504347733716548,0.1022839966175382
2020-05-19 10:45:00,[1.2723392 1.3399042 1.3827332 1.320896  1.3421475 1.5472552],[1.2312654 1.2943786 1.3576587 1.393505  1.4453017 1.5225555],[1 1 1 2 2 2],0.489066846063983,0.44187894375371406
2020-05-19 11:00:00,[2.085735  2.040123  2.0727868 2.1656225 2.1576    2.1467252],[2.1844425 2.235309  2.2600243 2.280204  2.3238242 2.413719 ],[2 2 3 3 3 3],0.7074115170442282,0.570963918291765
2020-05-19 11:15:00,[3.1225417 3.1175566 3.1728692 3.2244372 3.215226  3.318197 ],[3.0547254 3.084396  3.0989828 3.128251  3.2110088 3.2337966],[3 3 3 3 3 3],0.20682657166642282,0.15030470602944956
2020-05-19 11:30:00,[3.1396205 3.1467028 3.1907136 3.2318246 3.2369335 3.3543754],[3.0199983 3.0604353 3.0968523 3.1265123 3.1981556 3.22577  ],[3 3 3 3 2 2],0.7632678630475427,0.7032694020583304
2020-05-19 11:45:00,[2.17616   2.1570385 2.2034078 2.2549212 2.2621136 2.344241 ],[2.1611807 2.2078285 2.2436152 2.265654  2.3249073 2.3953125],[2 2 2 2 2 2],0.2412669042489673,0.27716695479186826
2020-05-19 12:00:00,[1.2056464 1.2204496 1.2663053 1.2660495 1.2758881 1.401461 ],[1.2008373 1.2653977 1.2963184 1.3333277 1.3774911 1.4649476],[1 1 1 1 1 1],0.27984355512409786,0.3337562097927238
2020-05-19 12:15:00,[1.1513263 1.1231905 1.1789118 1.2129444 1.2250603 1.2679869],[1.1082357 1.1655916 1.1986305 1.2383956 1.2867864 1.3665344],[1 1 2 2 2 2],0.6413647651205353,0.6015704888307033
2020-05-19 12:30:00,[2.1279998 2.0899682 2.1617098 2.2171988 2.2111912 2.2692964],[2.0303478 2.0675492 2.085495  2.118049  2.1907985 2.2354534],[2 2 2 2 2 2],0.1892643148949169,0.14057690123751282
2020-05-19 12:45:00,[2.1521997 2.1218495 2.1803968 2.2370284 2.2363439 2.3065572],[2.0381627 2.079951  2.1119907 2.1475284 2.2160127 2.261695 ],[2 2 2 2 2 3],0.33253042131165156,0.3250412822679266
2020-05-19 13:00:00,[1.2147161 1.2387837 1.288807  1.2756153 1.2860242 1.4328474],[1.122079  1.1837054 1.2230114 1.2668575 1.3191253 1.390283 ],[1 1 1 1 1 1],0.29767450856069266,0.26575670069147994
2020-05-19 13:15:00,[2.1278925 2.0582168 2.1319773 2.2142718 2.2139053 2.2281828],[2.0647423 2.109811  2.13153   2.1625996 2.224256  2.2835522],[2 1 1 1 1 1],1.0703587450112413,1.0812168443265389
2020-05-19 13:30:00,[1.151081  1.123958  1.180287  1.2130176 1.2247111 1.2683052],[1.0909549 1.1387297 1.171146  1.2071887 1.2668651 1.3376044],[1 1 1 1 1 2],0.3420388143100637,0.3187793857216825
2020-05-19 13:45:00,[3.096829  3.044526  3.129286  3.2052853 3.1849258 3.2472885],[3.0160835 3.0498836 3.0464892 3.0796824 3.1578476 3.1837082],[3 3 3 3 3 3],0.1661146657960579,0.10795227052709437
2020-05-19 14:00:00,[6.0639157 6.0182095 6.093479  6.1655464 6.152474  6.2095947],[5.9607253 5.944669  5.9332156 5.9373055 6.0430245 6.015833 ],[6 6 6 6 6 7],0.338759887514097,0.4048519886948187
2020-05-19 14:15:00,[7.0533905 7.1139235 7.131713  7.146114  7.161718  7.2523236],[7.0028296 6.987697  6.987646  6.989163  7.069907  7.0542307],[7 6 7 7 7 5],1.031300810866698,0.9310007536558319
2020-05-19 14:30:00,[6.038557  6.057986  6.0797906 6.1223373 6.1475096 6.17352  ],[6.062226  6.064209  6.0800343 6.0720077 6.1265664 6.1480336],[6 7 7 7 7 8],1.0463208018139034,1.0629949318310086
2020-05-19 14:45:00,[6.074396  6.1458282 6.1605473 6.169494  6.193765  6.2889485],[6.0787754 6.1056604 6.093319  6.0951524 6.144142  6.1630754],[6 6 6 6 6 6],0.18363938685328457,0.11726227968040744
2020-05-19 15:00:00,[5.078274  5.100617  5.1270986 5.164455  5.19414   5.2607813],[5.075079  5.096876  5.123195  5.1177645 5.16939   5.203328 ],[5 5 5 5 5 5],0.1659052059721545,0.1379025800274256
2020-05-19 15:15:00,[5.078962  5.097823  5.127675  5.1728463 5.193399  5.2703285],[5.1331143 5.1627374 5.1550007 5.1543703 5.2105565 5.2433205],[5 5 5 6 6 7],0.8523161725946297,0.8652997249732283
2020-05-19 15:30:00,[7.016511  7.0910316 7.087228  7.1181808 7.1235137 7.155977 ],[6.922904  6.9238715 6.9122167 6.9026356 6.9644904 6.9694624],[7 7 7 7 7 6],0.4798737108211151,0.40208692010671265
2020-05-19 15:45:00,[4.112241  4.149895  4.176168  4.197057  4.2274165 4.313206 ],[4.149296  4.177997  4.2196236 4.2231793 4.278738  4.3231125],[4 4 3 3 3 3],1.006846924117047,1.0346834567834475
2020-05-19 16:00:00,[3.1434236 3.1194766 3.163413  3.2316406 3.2414064 3.313924 ],[3.22074   3.2721057 3.2915475 3.3020515 3.345946  3.4183555],[3 3 3 3 3 2],0.5627136169150914,0.6364502734919241
2020-05-19 16:15:00,[1.2202066 1.2291402 1.2686499 1.2779669 1.2900254 1.4017388],[1.2473246 1.3095995 1.3482455 1.3795928 1.4218279 1.5185348],[1 1 1 1 1 1],0.28750167232751306,0.38061442063953704
2020-05-19 16:30:00,[2.125894  2.0892224 2.1623356 2.2140315 2.2094336 2.2787347],[2.0852    2.1419637 2.151869  2.1886764 2.2422884 2.3053122],[2 2 2 2 2 3],0.33167714030567447,0.323360112340589
2020-05-19 16:45:00,[1.1815029 1.1693608 1.2179025 1.2433704 1.2529465 1.3258287],[1.079492  1.1279455 1.1721255 1.2134756 1.2742885 1.3389524],[1 1 1 1 1 1],0.2375160735977089,0.21909319914090955
2020-05-19 17:00:00,[2.055447  1.9887005 2.0384057 2.1360993 2.128067  2.0789518],[2.0604222 2.0961215 2.1143444 2.1317608 2.1917822 2.2659643],[2 2 3 3 2 1],0.6897739143683035,0.7292189100223195
2020-05-19 17:15:00,[1.1624879 1.14402   1.1980349 1.2254554 1.2352296 1.2928761],[1.0588456 1.1078383 1.1430029 1.187806  1.2457503 1.3108279],[1 1 2 2 2 2],0.6291673545221318,0.6394067448986962
2020-05-19 17:30:00,[5.060146  4.9931526 5.0928845 5.1800776 5.1443725 5.2142797],[4.930481  4.943669  4.921211  4.9431405 5.0353265 5.0244603],[5 5 5 5 5 3],0.9099997854588503,0.8283652950406247
2020-05-19 17:45:00,[6.059728  6.052211  6.1018586 6.153457  6.160861  6.230651 ],[5.946049  5.929924  5.9389067 5.944142  6.042909  6.0205975],[6 6 7 5 5 4],1.187912492513475,1.0951117005784874
2020-05-19 18:00:00,[5.0772867 5.085714  5.120315  5.1695247 5.1903987 5.26045  ],[5.0556684 5.0781536 5.0799017 5.092407  5.1534877 5.178423 ],[5 5 5 5 5 6],0.3265273003764854,0.34705371413291186
2020-05-19 18:15:00,[4.112298  4.1466665 4.174596  4.204009  4.2254796 4.3297276],[4.120838  4.166736  4.1750703 4.1988654 4.247304  4.289304 ],[4 4 4 4 3 3],0.7501334539708938,0.7450583049990187
2020-05-19 18:30:00,[2.2480743 2.2276123 2.2784383 2.3234246 2.3410592 2.4321651],[2.273464  2.3289285 2.368042  2.3905385 2.4361537 2.51653  ],[2 2 2 2 2 3],0.34981837197594845,0.38620479942605834
2020-05-19 18:45:00,[5.071151  5.059241  5.113958  5.1826544 5.1710978 5.258778 ],[5.1030264 5.1270604 5.101881  5.111751  5.189027  5.2032123],[5 4 4 4 4 4],1.0585067577331462,1.0482140706591925
2020-05-19 19:00:00,[4.1772547 4.178313  4.2411213 4.263067  4.2939334 4.438148 ],[4.1998897 4.224111  4.249906  4.270628  4.3544025 4.3596864],[4 4 4 4 4 3],0.6251966144997942,0.6055606758967188
2020-05-19 19:15:00,[3.1449144 3.1231096 3.1663573 3.232155  3.2445288 3.3146071],[3.1542876 3.1979923 3.2253573 3.2463133 3.3008063 3.3593435],[3 3 3 3 4 4],0.439360714104133,0.42303946860579517
2020-05-19 19:30:00,[2.1852872 2.186622  2.228268  2.26289   2.2710097 2.376414 ],[2.229567  2.2877016 2.306589  2.3397512 2.3855762 2.461475 ],[2 1 2 3 3 3],0.7021545949494838,0.696219249542976
2020-05-19 19:45:00,[4.0963755 4.10403   4.1506033 4.2043147 4.1967845 4.311512 ],[4.0504713 4.090235  4.0890408 4.112474  4.1856403 4.205248 ],[4 4 4 3 2 2],1.3941613720280983,1.3476125933621421
2020-05-19 20:00:00,[4.112462  4.0306044 4.0982485 4.211657  4.2130046 4.217987 ],[4.0464797 4.0576406 4.081695  4.089472  4.1730776 4.198988 ],[4 4 4 5 5 4],0.46754711864987347,0.5106556807727093
2020-05-19 20:15:00,[4.104064  4.1044006 4.145357  4.2037497 4.212097  4.2962384],[4.1391125 4.1698933 4.1653233 4.1867204 4.253459  4.2893414],[4 5 5 5 6 6],1.1745039114309828,1.1578209931080485
2020-05-19 20:30:00,[8.055777  8.121081  8.1366415 8.145657  8.1472845 8.253752 ],[7.9605255 7.9471817 7.9229765 7.9276214 7.9975805 7.9685674],[8 6 6 6 6 6],1.9732124380564267,1.782891985791907
2020-05-19 20:45:00,[6.055608  6.096925  6.1189713 6.1397853 6.1713996 6.2365346],[6.014158  6.010837  6.0347257 6.024548  6.0940075 6.104299 ],[7 7 7 7 6 6],0.7426224651412049,0.801384731568622
2020-05-19 21:00:00,[8.056978  8.109959  8.1262045 8.126641  8.148295  8.23585  ],[7.9651527 7.9624853 7.9213185 7.901786  7.950651  7.948372 ],[8 8 8 8 8 8],0.14429132266513778,0.06266211653271184
2020-05-19 21:15:00,[8.060075 8.135785 8.138643 8.133522 8.155538 8.236829],[7.955641  7.9441147 7.9305205 7.9021325 7.955652  7.953995 ],[8 8 8 9 9 9],0.5898586847608328,0.7527748180958699
2020-05-19 21:30:00,[9.08095  9.167502 9.156729 9.143089 9.156202 9.246556],[8.928951 8.915796 8.885667 8.846261 8.889383 8.879889],[9 9 9 9 9 9],0.16574957610898938,0.11218195544724763
2020-05-19 21:45:00,[10.089146  10.1746645 10.158204  10.127746  10.140214  10.212832 ],[9.98824  9.948914 9.914821 9.847947 9.894427 9.880891],[10 10 10 10 10 10],0.15532746054286956,0.09870519793240301
