,prediction_A,prediction_B,real_values,metrics_A,metrics_B
2020-05-19 06:00:00,[19.208874 19.150938 19.091908 19.062319 18.967276 18.999626],[18.89696  18.803541 18.67536  18.437881 18.451506 18.394276],[19 19 19 19 19 19],0.11533442658773377,0.43557050914844964
2020-05-19 06:15:00,[19.208874 19.150938 19.091908 19.062319 18.967276 18.999626],[18.89696  18.803541 18.67536  18.437881 18.451506 18.394276],[19 18 18 18 18 18],0.9681549817740911,0.5265386059805602
2020-05-19 06:30:00,[18.229963 18.181877 18.127724 18.10174  18.005283 18.047377],[17.93884  17.854603 17.735872 17.508944 17.535824 17.480883],[18 18 18 18 18 18],0.13838305426930772,0.36984749609429346
2020-05-19 06:45:00,[17.256315 17.204744 17.16052  17.154976 17.04692  17.096779],[16.976954 16.90155  16.792816 16.583422 16.617462 16.56709 ],[17 17 17 17 17 17],0.16781429516423588,0.30562317942001466
2020-05-19 07:00:00,[17.24093  17.215662 17.156189 17.13389  17.04304  17.102358],[16.954168 16.872986 16.767426 16.558805 16.593014 16.538374],[17 17 17 17 17 17],0.16289501421286534,0.3280531072658835
2020-05-19 07:15:00,[17.240225 17.216661 17.1556   17.134329 17.04372  17.104803],[16.925308 16.837757 16.735493 16.527681 16.55934  16.505836],[17 17 17 17 18 18],0.5571884951755931,0.8787280432663163
2020-05-19 07:30:00,[18.227884 18.196747 18.128605 18.10243  18.012632 18.068508],[17.88098  17.783394 17.67396  17.459671 17.47705  17.418982],[18 18 18 18 18 18],0.1429013064513868,0.4223742564148431
2020-05-19 07:45:00,[18.228533 18.186792 18.126928 18.102015 18.00776  18.055305],[17.878622 17.77912  17.673378 17.455103 17.472975 17.416494],[18 18 18 18 18 18],0.13949629312494966,0.425313604872758
2020-05-19 08:00:00,[20.178493 20.162306 20.094738 20.002184 19.957478 19.904057],[19.936514 19.817175 19.686205 19.432491 19.443815 19.376112],[20 20 20 20 20 20],0.11416105200236377,0.43904569446433206
2020-05-19 08:15:00,[21.11243  21.07141  20.969704 20.930107 20.854626 20.895868],[20.726173 20.61873  20.479538 20.219633 20.202024 20.131622],[21 21 21 21 21 21],0.0961941533255658,0.6443401530530739
2020-05-19 08:30:00,[18.261812 18.155682 18.1387   18.144327 18.011156 18.034744],[17.922068 17.841492 17.730047 17.50285  17.52081  17.475973],[18 19 20 20 19 19],1.2648390983442466,1.6954509803806592
2020-05-19 08:45:00,[21.139189 21.101475 21.006287 20.955286 20.887045 20.909895],[20.905018 20.812397 20.650103 20.38891  20.38766  20.31866 ],[21 21 21 21 21 21],0.09361915356077756,0.4794545347522154
2020-05-19 09:00:00,[22.097954 22.047272 22.000324 21.887905 21.850199 21.720922],[21.975065 21.819992 21.670265 21.38176  21.376019 21.314142],[22 22 22 22 22 22],0.14417559496061005,0.4802299005118329
2020-05-19 09:15:00,[22.10017  22.025635 21.94105  21.906488 21.826624 21.820532],[21.840994 21.737106 21.570496 21.289495 21.270123 21.209003],[22 22 22 22 22 22],0.11914896176551142,0.5689293181540124
2020-05-19 09:30:00,[22.10239  22.017786 21.943054 21.90797  21.824167 21.81111 ],[21.827538 21.722849 21.563803 21.281507 21.257874 21.200163],[22 22 23 23 23 23],0.923445206487479,1.3782146312074541
2020-05-19 09:45:00,[24.908981 24.890444 24.733097 24.677538 24.650707 24.60627 ],[24.838968 24.712961 24.514473 24.188988 24.140913 24.06608 ],[25 25 25 25 25 25],0.28063463656639537,0.6598025895952508
2020-05-19 10:00:00,[24.937431 24.868303 24.730274 24.71574  24.657867 24.608788],[24.773546 24.654917 24.464808 24.134115 24.074854 24.011837],[25 25 25 25 24 24],0.4037792961221262,0.44949868938683724
2020-05-19 10:15:00,[22.134361 21.975105 21.942877 21.952967 21.825039 21.797852],[21.930254 21.860125 21.684006 21.379848 21.361664 21.326092],[22 22 22 22 20 21],0.8156267555067597,0.6415260599644174
2020-05-19 10:30:00,[21.150227 21.053638 21.004984 20.967888 20.871117 20.86139 ],[21.017363 20.952486 20.775078 20.47907  20.491602 20.444872],[21 21 21 21 21 21],0.10191910759684601,0.38538988594129386
2020-05-19 10:45:00,[21.145582 21.065353 21.000517 20.964664 20.875021 20.876232],[20.915108 20.82849  20.662672 20.382805 20.384987 20.32933 ],[21 20 20 20 20 20],0.8776130593456587,0.5059559379475158
2020-05-19 11:00:00,[20.182358 20.10465  20.05074  20.016985 19.920765 19.9326  ],[19.917976 19.831694 19.684172 19.422628 19.43182  19.377071],[20 20 20 20 20 20],0.09822593647158147,0.44328866933875405
2020-05-19 11:15:00,[18.260874 18.174374 18.135817 18.141996 18.016178 18.07298 ],[17.891506 17.836668 17.711317 17.47569  17.50215  17.451805],[18 18 18 18 18 18],0.1541959543516911,0.39687505300300635
2020-05-19 11:30:00,[18.230305 18.183964 18.128567 18.101765 18.006254 18.049547],[17.973751 17.897661 17.77125  17.541647 17.572916 17.518694],[18 17 18 17 18 18],0.6692930772624364,0.5109222057465422
2020-05-19 11:45:00,[17.23737  17.192951 17.145697 17.132875 17.030636 17.077236],[16.987535 16.907536 16.797703 16.586975 16.622757 16.5734  ],[17 16 16 16 16 16],1.0245448117253546,0.648236069242944
2020-05-19 12:00:00,[16.243372 16.234238 16.176365 16.156708 16.071352 16.13907 ],[15.995199 15.923407 15.82676  15.629713 15.675345 15.622852],[16 16 16 16 15 15],0.6601812689351331,0.4117139922834959
2020-05-19 12:15:00,[17.2422   17.254696 17.19509  17.127743 17.075073 17.058222],[16.99237  16.895493 16.796114 16.58853  16.624973 16.568   ],[17 17 17 17 17 17],0.17651019184418865,0.30252431619929343
2020-05-19 12:30:00,[15.244511 15.229951 15.186153 15.18607  15.09292  15.154191],[14.977216  14.899497  14.8270235 14.6526575 14.69494   14.651584 ],[15 15 15 15 15 15],0.1890093611731878,0.25021438102273047
2020-05-19 12:45:00,[13.209583 13.229351 13.191896 13.191977 13.124241 13.188067],[13.091163 13.038884 12.984173 12.835527 12.893994 12.857475],[13 13 13 13 13 14],0.37525026639700154,0.47499548728432994
2020-05-19 13:00:00,[14.222101 14.268835 14.203202 14.183702 14.126671 14.225835],[13.983277 13.922296 13.84835  13.696525 13.743374 13.695608],[14 14 14 14 14 14],0.20963693665889535,0.2159954321826
