,prediction_A,prediction_B,real_values,metrics_A,metrics_B
2020-05-19 06:00:00,[20.180746 20.110073 20.049452 20.016182 19.92283  19.939837],[19.886826 19.792421 19.649858 19.395218 19.399832 19.34229 ],[20 20 20 20 20 20],0.09752549599582457,0.472059499375665
2020-05-19 06:15:00,[21.107262 21.057684 20.978645 20.91822  20.849245 20.848064],[20.90829  20.79546  20.638912 20.370525 20.368546 20.308369],[21 21 21 21 21 21],0.10629195200510352,0.49226663259455555
2020-05-19 06:30:00,[21.14376  21.068007 20.998262 20.963903 20.875753 20.880629],[20.844566 20.741095 20.589907 20.323961 20.314278 20.25462 ],[21 21 21 21 21 21],0.09685448954248643,0.5388573744908149
2020-05-19 06:45:00,[21.14506  21.065348 20.99986  20.964466 20.874975 20.876678],[20.860783 20.762737 20.610418 20.34257  20.333704 20.27606 ],[21 21 21 21 21 21],0.09782184434010587,0.5208492043051149
2020-05-19 07:00:00,[21.145166 21.065376 20.999985 20.964506 20.874989 20.876608],[20.878706 20.783777 20.627163 20.354908 20.35001  20.292528],[21 21 21 21 21 21],0.0978609791880404,0.5065601683076656
2020-05-19 07:15:00,[21.145166 21.065376 20.999985 20.964506 20.874989 20.876608],[20.878706 20.783777 20.627163 20.354908 20.35001  20.292528],[21 21 21 21 22 21],0.4668125097705084,0.799958268522965
2020-05-19 07:30:00,[21.091824 21.01104  20.921907 20.918179 20.807844 20.892317],[20.807234 20.713646 20.550495 20.285698 20.2754   20.22068 ],[21 20 20 20 20 20],0.8339104240731074,0.4194565053610224
2020-05-19 07:45:00,[20.18266  20.102915 20.05077  20.017242 19.920055 19.930557],[19.917109 19.830994 19.683828 19.4216   19.430645 19.376474],[20 20 20 20 20 20],0.09835660774792143,0.44401466596011757
2020-05-19 08:00:00,[20.18107  20.110111 20.049843 20.016272 19.92287  19.939575],[19.920353 19.833601 19.682493 19.425562 19.435444 19.37809 ],[20 20 20 19 19 19],0.6849203069977725,0.32876261105721255
2020-05-19 08:15:00,[16.304195 16.212332 16.20479  16.234758 16.093704 16.132826],[16.059248 16.00597  15.910194 15.706879 15.749374 15.710546],[16 16 16 16 16 16],0.20860381127718505,0.20171275329694952
