,prediction_A,prediction_B,real_values,metrics_A,metrics_B
2020-05-19 06:00:00,[1.9123172 2.0240102 2.050834  1.769554  1.9501134 1.7047347],[2.1215234 2.2285259 2.2413747 2.3051538 2.3916495 2.4893763],[2 2 2 2 2 2],0.16001275375013388,0.3191789277715958
2020-05-19 06:15:00,[4.380123  4.5002923 4.5330615 4.362596  4.4025726 4.525074 ],[4.281133  4.280815  4.3841925 4.4271393 4.534619  4.683489 ],[4 4 4 4 4 4],0.45610376629751753,0.454774511173393
2020-05-19 06:30:00,[3.8199463 3.7515492 3.761267  3.6441367 3.7095335 3.5893106],[3.8763683 3.9754562 3.9703724 3.9663875 3.9880226 4.0548663],[4 4 4 4 4 4],0.2974379093971887,0.059229160344630265
2020-05-19 06:45:00,[4.0870643 4.06719   4.050196  4.1037283 4.108164  4.09575  ],[4.1125093 4.157792  4.165187  4.24729   4.279171  4.3232856],[4 4 4 4 4 4],0.0877889227006927,0.2267325148856328
2020-05-19 07:00:00,[4.0898347 4.075221  4.0541244 4.115785  4.1207294 4.1022635],[4.0105877 4.0304008 4.0376997 4.046552  4.0795517 4.094154 ],[4 4 4 4 4 4],0.09582756434381419,0.05747188255498536
2020-05-19 07:15:00,[4.0898347 4.075221  4.0541244 4.115785  4.1207294 4.1022635],[4.0105877 4.0304008 4.0376997 4.046552  4.0795517 4.094154 ],[4 4 4 4 4 4],0.09582756434381419,0.05747188255498536
2020-05-19 07:30:00,[4.0898347 4.075221  4.0541244 4.115785  4.1207294 4.1022635],[4.0105877 4.0304008 4.0376997 4.046552  4.0795517 4.094154 ],[4 4 4 4 4 4],0.09582756434381419,0.05747188255498536
2020-05-19 07:45:00,[4.0898347 4.075221  4.0541244 4.115785  4.1207294 4.1022635],[4.0105877 4.0304008 4.0376997 4.046552  4.0795517 4.094154 ],[4 4 4 4 4 4],0.09582756434381419,0.05747188255498536
2020-05-19 08:00:00,[4.0898347 4.075221  4.0541244 4.115785  4.1207294 4.1022635],[4.0105877 4.0304008 4.0376997 4.046552  4.0795517 4.094154 ],[4 4 4 5 5 5],0.6294894087837611,0.6556552175137488
2020-05-19 08:15:00,[6.0323067 5.936021  6.0267515 5.799067  5.8762527 5.817268 ],[6.0095863 5.977594  5.9800973 5.9627194 6.041382  5.9603186],[6 6 6 6 6 6],0.12578499322601516,0.030732614618215675
2020-05-19 08:30:00,[7.8358965 7.6534033 7.5078053 7.4655285 7.4809113 7.367675 ],[7.769007  7.718537  7.7921853 7.756317  7.8937035 7.8337684],[ 8  9  9  9 10 10],1.811833523567848,1.518228872472157
2020-05-19 08:45:00,[8.930578 8.699886 8.758428 8.768727 8.813397 8.970619],[8.934253 8.90026  9.01186  9.167665 9.231043 9.203428],[9 9 9 9 9 9],0.2010039949151483,0.15126504941188573
2020-05-19 09:00:00,[11.436438 11.300179 11.496478 11.211552 11.280648 11.428132],[11.542692 11.46247  11.45841  11.482164 11.369487 11.263995],[12 12 12 12 12 12],0.6489783859929218,0.5771758892823248
