,prediction,real_values,metrics
2020-05-10 06:00:00,"[24.10605286165007, 24.12114849892461, 24.13433490141779, 24.14554685043809, 24.154734285607987, 24.161862504212305]","[22, 22, 22, 22, 22, 22]",2.1373665922533096
2020-05-10 06:15:00,"[24.095546956259692, 24.102596383423062, 24.10764453888376, 24.110674630855307, 24.111684637051095, 24.110687148752064]","[22, 22, 22, 22, 22, 22]",2.1064802294886946
2020-05-10 06:30:00,"[24.029690346990183, 24.032312812997425, 24.033075028637484, 24.03199958555551, 24.02912239096396, 24.02449223846611]","[22, 22, 22, 22, 22, 22]",2.030117449944975
2020-05-10 06:45:00,"[23.925748050076493, 23.92247148489658, 23.917583479999546, 23.911145450066407, 23.903229708109734, 23.893918775424883]","[22, 22, 22, 22, 22, 22]",1.9123814624018278
2020-05-10 07:00:00,"[23.88472748473711, 23.875000292350435, 23.86394863106412, 23.851665855948255, 23.838253318397477, 23.82381947602769]","[22, 22, 22, 22, 22, 22]",1.856353390974957
2020-05-10 07:15:00,"[23.787827897370068, 23.776254085352036, 23.763786160722915, 23.750535698751605, 23.736618918600872, 23.72215570872024]","[22, 22, 22, 22, 22, 22]",1.7563403985383028
2020-05-10 07:30:00,"[23.71264724563385, 23.698291108012906, 23.68349263839132, 23.668373401169557, 23.653055964582826, 23.63766290997806]","[22, 22, 22, 22, 22, 22]",1.6757836163787891
2020-05-10 07:45:00,"[23.51097504657855, 23.49409511764567, 23.477228677231384, 23.460498365169716, 23.444024315818858, 23.427923224295245]","[22, 22, 22, 21, 22, 22]",1.6770904140281746
2020-05-10 08:00:00,"[23.391471024425105, 23.373760065176565, 23.35650221492277, 23.33980971076311, 23.323789109153545, 23.308540495725076]","[21, 22, 22, 22, 22, 22]",1.565579473759916
2020-05-10 08:15:00,"[23.225888058308282, 23.21029122528404, 23.195561743061365, 23.181790958831346, 23.169061847866487, 23.157448442655156]","[22, 22, 22, 22, 22, 22]",1.190237835819077
2020-05-10 08:30:00,"[23.17858670454233, 23.16630842819618, 23.15521691616768, 23.145375380545218, 23.136836817887183, 23.12964369993738]","[22, 22, 22, 22, 22, 22]",1.152117304131581
2020-05-10 08:45:00,"[23.025380524091986, 23.01570775880728, 23.00744679694832, 23.000629745517827, 22.995277460671133, 22.991399521515135]","[22, 22, 22, 22, 22, 22]",1.006042298793096
2020-05-10 09:00:00,"[22.933832984687328, 22.92847612020579, 22.924643974002613, 22.92233315635635, 22.921528949454657, 22.922205580959652]","[22, 22, 22, 22, 22, 22]",0.925513876835655
2020-05-10 09:15:00,"[22.840694909587018, 22.84031564413245, 22.841512210613722, 22.844248881581244, 22.848479335977014, 22.85414720644816]","[22, 22, 22, 22, 22, 22]",0.8449143863242027
2020-05-10 09:30:00,"[22.772754189434814, 22.77658781876864, 22.781917751711795, 22.78867886737375, 22.79679705397858, 22.806189988111264]","[22, 22, 22, 22, 22, 22]",0.7872394009017252
2020-05-10 09:45:00,"[22.72459362257072, 22.732206220065862, 22.741116443855354, 22.751232680784614, 22.762456668501727, 22.774684468196128]","[22, 22, 22, 22, 22, 22]",0.7479128945730701
2020-05-10 10:00:00,"[22.8696869766377, 22.883474467959893, 22.898389522942622, 22.914322551714356, 22.931159891726512, 22.948784895515313]","[22, 22, 22, 22, 22, 22]",0.9080403403570878
2020-05-10 10:15:00,"[22.77847198313425, 22.792807800585617, 22.807887308399746, 22.823590860285353, 22.83979813713859, 22.856389284402844]","[22, 22, 22, 22, 22, 21]",1.0580633827738046
2020-05-10 10:30:00,"[22.788345519927592, 22.80422530196071, 22.82050335929997, 22.83705980716088, 22.85377739444467, 22.870542606279127]","[22, 22, 21, 21, 21, 21]",1.5754739224262924
2020-05-10 10:45:00,"[22.808950348447073, 22.826069880674353, 22.84329877562839, 22.860526643709555, 22.87764858192258, 22.894566159369266]","[21, 21, 21, 21, 21, 21]",1.8520748486432803
2020-05-10 11:00:00,"[22.837380041771702, 22.854945316224025, 22.872401266439912, 22.889655271651925, 22.906622487984404, 22.923226650956874]","[21, 21, 21, 21, 21, 22]",1.750287017084865
2020-05-10 11:15:00,"[22.829229830485765, 22.84618704483523, 22.86287293236045, 22.879218719576187, 22.89516511072603, 22.91066285825763]","[21, 21, 22, 22, 22, 22]",1.2846978275312468
2020-05-10 11:30:00,"[22.805911664100403, 22.82107122361726, 22.835821993340577, 22.850125102078948, 22.863952339766758, 22.877286453125016]","[22, 22, 22, 21, 21, 21]",1.4401235834983372
2020-05-10 11:45:00,"[22.854065495165223, 22.869302125178812, 22.884119855890148, 22.89850889465667, 22.91247033649253, 22.92601617849046]","[21, 21, 21, 21, 21, 21]",1.8909069278074444
2020-05-10 12:00:00,"[22.812489733153257, 22.825485514954458, 22.83813555708709, 22.850463230007684, 22.86250216012144, 22.874295951959535]","[21, 21, 21, 20, 20, 21]",2.229660036948085
2020-05-10 12:15:00,"[22.86225778683538, 22.875771948954252, 22.889163077747508, 22.902479867894222, 22.915779522773565, 22.92912722883895]","[20, 20, 21, 21, 21, 22]",2.1673501220771727
2020-05-10 12:30:00,"[22.823985334793935, 22.837064148926977, 22.85030197673625, 22.863768100996314, 22.87753790271378, 22.891692140968644]","[21, 21, 22, 22, 22, 22]",1.2738408860424861
2020-05-10 12:45:00,"[22.681242653776692, 22.69198838964259, 22.703171870763477, 22.714887176829546, 22.727231870411998, 22.740306082316593]","[22, 22, 22, 22, 22, 22]",0.7100907370436371
2020-05-10 13:00:00,"[22.619485462373063, 22.629887090319944, 22.64104299232449, 22.653059617643066, 22.666044057811735, 22.680103025928826]","[22, 22, 22, 22, 22, 22]",0.6486007734181333
2020-05-10 13:15:00,"[22.69265375367807, 22.70682137559386, 22.7221062990864, 22.738609494261954, 22.756429132889195, 22.775659581748947]","[22, 22, 22, 22, 22, 22]",0.7325958403191267
2020-05-10 13:30:00,"[22.7797930400998, 22.798259412777828, 22.818144922357234, 22.839534163352567, 22.86250586946119, 22.8871320025805]","[22, 22, 22, 23, 23, 24]",0.7300440043585829
