,prediction,real_values,metrics
2020-05-10 06:00:00,"[21.031979269081738, 21.03748835076911, 21.043724746640585, 21.05077117274812, 21.05870552891955, 21.067600412086747]","[19, 19, 19, 19, 19, 19]",2.0484144962779065
2020-05-10 06:15:00,"[21.006738937851704, 21.01515876058318, 21.02464151013985, 21.035252431909058, 21.047049954147774, 21.06008533866702]","[19, 19, 19, 19, 19, 19]",2.0315698699357942
2020-05-10 06:30:00,"[20.955470128179105, 20.96676946956702, 20.979395386522306, 20.993391947282618, 21.00879501271482, 21.025632048117785]","[19, 19, 19, 19, 19, 20]",1.8561089058176217
2020-05-10 06:45:00,"[20.88041718320191, 20.89520451733698, 20.911518356144256, 20.929378079739468, 20.948793983141407, 20.96976726295473]","[19, 19, 20, 20, 20, 20]",1.3331064499161152
2020-05-10 07:00:00,"[20.875205844086416, 20.89461025370173, 20.915648846267203, 20.93831292304977, 20.962584437506646, 20.98843617182485]","[20, 20, 20, 20, 20, 20]",0.929940104871071
2020-05-10 07:15:00,"[20.920527107051978, 20.94477134075598, 20.9706423744711, 20.998103596270173, 21.027109470560994, 21.057605897001753]","[20, 20, 20, 20, 20, 20]",0.9875731658149567
2020-05-10 07:30:00,"[20.994273645533585, 21.023433305211768, 21.054127087261183, 21.086292401042858, 21.11985875234219, 21.154748259543393]","[20, 20, 20, 20, 20, 20]",1.0735251958847567
2020-05-10 07:45:00,"[21.059535155967616, 21.093037289203718, 21.12791184744919, 21.16407378729599, 21.201431566168264, 21.239887786427698]","[20, 20, 20, 20, 20, 20]",1.1493010710373146
2020-05-10 08:00:00,"[21.178567759839588, 21.216445270251967, 21.255466457016784, 21.295527596480046, 21.336520252973504, 21.378332019477373]","[20, 20, 20, 20, 20, 20]",1.2786343222694188
2020-05-10 08:15:00,"[21.20125114186775, 21.241598390025704, 21.28282759776972, 21.32482355312783, 21.36746822349926, 21.410641530656356]","[20, 20, 20, 20, 20, 22]",1.1974060650799971
