,prediction,real_values,metrics
2020-05-10 06:00:00,"[11.835224922160771, 11.846580898972414, 11.85779278151381, 11.868784880821377, 11.879482388198264, 11.889811958700578]","[11, 11, 11, 11, 11, 11]",0.8631483174269551
2020-05-10 06:15:00,"[11.807180521367039, 11.817533695643709, 11.827557997929848, 11.837182095122168, 11.846337033253443, 11.854956784514965]","[11, 11, 11, 11, 11, 11]",0.8319520534223946
2020-05-10 06:30:00,"[11.797185969468016, 11.806167935014644, 11.814655806177448, 11.822587159442293, 11.829903270992675, 11.83654958901196]","[11, 11, 11, 11, 11, 11]",0.8179527880487995
2020-05-10 06:45:00,"[11.757968474056817, 11.764879175846831, 11.771157600229422, 11.776754064361675, 11.781623695142388, 11.78572680268225]","[11, 11, 11, 11, 11, 11]",0.77307712977247
2020-05-10 07:00:00,"[11.72440362463358, 11.728916582223432, 11.73269732169447, 11.735711882016862, 11.737931929033566, 11.739335009258753]","[11, 11, 11, 11, 11, 11]",0.7331845062902469
2020-05-10 07:15:00,"[11.727634311923289, 11.730157569010029, 11.73190247825762, 11.732851826361966, 11.732994396387888, 11.732325090485572]","[11, 11, 11, 11, 11, 11]",0.7313133878900314
2020-05-10 07:30:00,"[11.678829999523597, 11.67843909136446, 11.677272602825054, 11.675332296534057, 11.672625951601745, 11.669167347306454]","[11, 11, 11, 11, 11, 11]",0.6752866388546096
2020-05-10 07:45:00,"[11.602253255408932, 11.598940937407663, 11.594903308370466, 11.590161068987216, 11.58474064831646, 11.578674052705738]","[11, 11, 11, 11, 11, 11]",0.5916677768365345
2020-05-10 08:00:00,"[11.59741291462913, 11.592375182385453, 11.586724307686197, 11.58049618893865, 11.57373160344293, 11.566475944647172]","[11, 11, 11, 11, 11, 11]",0.5829657986719168
2020-05-10 08:15:00,"[11.527543504211485, 11.520364132801458, 11.51272196371203, 11.504667500031967, 11.496255114029472, 11.487542686191505]","[11, 11, 11, 11, 11, 11]",0.5083668436379406
2020-05-10 08:30:00,"[11.469576136098405, 11.461039106970668, 11.452227545306597, 11.4432022643668, 11.434026632084338, 11.42476614342623]","[11, 11, 11, 11, 11, 11]",0.44773545008612975
2020-05-10 08:45:00,"[11.414329641153966, 11.404985502605436, 11.395580489867147, 11.386181853959586, 11.376857924480111, 11.367677645694014]","[11, 11, 11, 11, 11, 11]",0.39126108153360917
2020-05-10 09:00:00,"[11.35726161529981, 11.347798423389378, 11.338497700819461, 11.329428442659106, 11.320659201932632, 11.312257625037423]","[11, 11, 11, 11, 11, 11]",0.3346716165511392
2020-05-10 09:15:00,"[11.340951840226577, 11.3323092123404, 11.324048876407105, 11.316236150230244, 11.308934411221507, 11.302204669600238]","[11, 11, 11, 11, 11, 11]",0.3210552080609364
2020-05-10 09:30:00,"[11.275557917000368, 11.268039735618286, 11.261115047295508, 11.254842492618875, 11.249277425851112, 11.24447154915933]","[11, 11, 11, 11, 11, 11]",0.2591038411035104
2020-05-10 09:45:00,"[11.244206735665507, 11.238604090221436, 11.233773430644282, 11.229762408647431, 11.226614301492976, 11.224367737035786]","[11, 11, 11, 11, 11, 11]",0.2329894654203553
2020-05-10 10:00:00,"[11.180319293223931, 11.176836577458507, 11.174275976631893, 11.172671871181675, 11.172053440223795, 11.172444492608562]","[11, 11, 11, 11, 11, 11]",0.17479197306525346
2020-05-10 10:15:00,"[11.179330954404932, 11.178678286155652, 11.179043236766018, 11.180443661374051, 11.182891751545625, 11.186393991827764]","[11, 11, 11, 11, 11, 11]",0.18115096360307967
2020-05-10 10:30:00,"[11.147072271934093, 11.149355196176385, 11.152702657332311, 11.157115381813375, 11.162588363592144, 11.169110946965965]","[11, 11, 11, 11, 11, 11]",0.1565109479209845
2020-05-10 10:45:00,"[11.154362741638066, 11.159896768647771, 11.16648791927694, 11.174119991859147, 11.182771377279064, 11.192415261694961]","[11, 11, 11, 10, 10, 10]",0.8442425700405644
2020-05-10 11:00:00,"[11.151956636502295, 11.16046624143021, 11.16997753099556, 11.180458567125505, 11.19187266639533, 11.204178710555455]","[10, 10, 10, 10, 10, 10]",1.1766210563495383
2020-05-10 11:15:00,"[11.104288476312197, 11.115500977090178, 11.12767263397991, 11.140757702259897, 11.154706337676197, 11.169464997463638]","[10, 10, 10, 10, 10, 10]",1.1356176205087498
2020-05-10 11:30:00,"[11.109472501745532, 11.123301608393774, 11.137984780011188, 11.15346490019158, 11.169681769959535, 11.18657257623989]","[10, 10, 10, 10, 10, 10]",1.1470495697455603
2020-05-10 11:45:00,"[11.0824354448166, 11.098387743867951, 11.115070667045439, 11.132419080013914, 11.150365894791541, 11.168842577306316]","[10, 10, 10, 10, 10, 10]",1.1249749890392358
2020-05-10 12:00:00,"[11.102344622110817, 11.120198524142117, 11.138628233614828, 11.157563831390064, 11.176934721033943, 11.196670147752975]","[10, 10, 10, 10, 10, 10]",1.149175897300065
2020-05-10 12:15:00,"[11.04844890845785, 11.067403803293514, 11.086778858443598, 11.106503342876165, 11.126507105664636, 11.146721075654943]","[10, 10, 10, 10, 10, 10]",1.0975747060642507
2020-05-10 12:30:00,"[11.075585974737725, 11.09551120506599, 11.115692060059034, 11.136060542855285, 11.156550406165708, 11.177097603152426]","[10, 10, 10, 10, 10, 10]",1.1266173506518162
2020-05-10 12:45:00,"[11.08519672966291, 11.105496793492424, 11.12590775674011, 11.146368044135176, 11.166818814031725, 11.187204334275735]","[10, 10, 10, 10, 10, 10]",1.1367001472021587
2020-05-10 13:00:00,"[11.109694477558536, 11.129905461837568, 11.150097723244516, 11.17021863114214, 11.190219044092466, 11.210053592627572]","[10, 10, 10, 10, 10, 10]",1.1605383573906523
2020-05-10 13:15:00,"[11.114095072942447, 11.133970415949339, 11.1537334023724, 11.173342319270244, 11.192759375559653, 11.211950878494658]","[10, 10, 10, 10, 10, 10]",1.1637890385584386
2020-05-10 13:30:00,"[11.118951937935146, 11.138119219161167, 11.157110192533539, 11.17589516224613, 11.194448492986849, 11.212748675069038]","[10, 10, 10, 10, 10, 10]",1.1666525316742744
2020-05-10 13:45:00,"[11.110358996738887, 11.128652672587341, 11.146744029638132, 11.164615510381946, 11.182253415980078, 11.199647862703848]","[10, 10, 10, 10, 10, 10]",1.1557813553030485
2020-05-10 14:00:00,"[11.114568412378071, 11.132010763910555, 11.149258017700479, 11.166303582777024, 11.183144212409012, 11.199779864180648]","[10, 10, 10, 10, 10, 10]",1.1578767280226026
2020-05-10 14:15:00,"[11.106692168920253, 11.123253663233536, 11.139663233939698, 11.155923620958209, 11.172040105146706, 11.188020289833874]","[10, 10, 10, 10, 10, 10]",1.1479349771168272
2020-05-10 14:30:00,"[11.103866705031226, 11.119787596145693, 11.135621139771615, 11.151376695911557, 11.167065155505915, 11.182698666956469]","[10, 10, 10, 10, 10, 10]",1.143719578535993
2020-05-10 14:45:00,"[11.097258152778204, 11.112777940863698, 11.128289747620126, 11.143806273531672, 11.159340626698558, 11.174906023234499]","[10, 10, 10, 10, 10, 10]",1.136372561971696
2020-05-10 15:00:00,"[11.085146699623373, 11.10052064226567, 11.115989868806976, 11.131566759380341, 11.147262873106786, 11.163088654621259]","[10, 10, 10, 10, 10, 10]",1.1242444188942045
2020-05-10 15:15:00,"[11.079490474257703, 11.095025113699418, 11.110737629216535, 11.126636658062692, 11.142728874323696, 11.159018729471132]","[10, 10, 10, 10, 10, 9]",1.3437893608693556
2020-05-10 15:30:00,"[11.072608796553256, 11.088521476836812, 11.104683461146294, 11.121096334355542, 11.137758713588157, 11.154666051561083]","[10, 10, 9, 9, 9, 9]",1.8473724077948117
2020-05-10 15:45:00,"[11.048153877142322, 11.064534079222428, 11.081226078655728, 11.098221545156896, 11.115508301279021, 11.133070212622844]","[9, 9, 9, 9, 9, 9]",2.0903203429347275
2020-05-10 16:00:00,"[11.012597282962755, 11.029792168744441, 11.047364484305703, 11.065292854690185, 11.08355130127674, 11.102109243839568]","[9, 9, 9, 9, 9, 9]",2.0570119622486307
2020-05-10 16:15:00,"[10.969765558681289, 10.987684015768082, 11.005990333430343, 11.024648709259719, 11.043618355643623, 11.062853625008442]","[9, 9, 9, 9, 9, 9]",2.0160111101778835
2020-05-10 16:30:00,"[10.936984014476307, 10.955794219786178, 10.974967983716887, 10.994453970710902, 11.014195861181843, 11.034132608121563]","[9, 9, 9, 9, 9, 9]",1.9853657813739052
2020-05-10 16:45:00,"[10.904295404105738, 10.92374736713508, 10.943478878739631, 10.96342378931575, 10.983511363544144, 11.003666662097382]","[9, 9, 9, 9, 10, 10]",1.6799766574787887
2020-05-10 17:00:00,"[10.877239919426968, 10.897125966917752, 10.91716822288193, 10.937287191452262, 10.957399572028729, 10.977418754271659]","[9, 10, 10, 10, 10, 10]",1.1489510365006785
2020-05-10 17:15:00,"[10.875899153058278, 10.895806018932163, 10.915674733717408, 10.935415446558231, 10.954935771119661, 10.974141370056158]","[10, 10, 10, 10, 10, 10]",0.9259215014721163
2020-05-10 17:30:00,"[10.901652888051109, 10.921210007535224, 10.940497187657506, 10.959418114004027, 10.977875512110424, 10.995771790359768]","[10, 10, 10, 10, 10, 10]",0.9499496356514731
2020-05-10 17:45:00,"[10.907676481227828, 10.92591225309126, 10.943624939202325, 10.960716935421672, 10.977091409582695, 10.992652965099648]","[10, 10, 10, 10, 10, 10]",0.9517232338142119
2020-05-10 18:00:00,"[10.907277695309674, 10.923457499254585, 10.938867313764153, 10.953413447929467, 10.967004720943907, 10.979553108082627]","[10, 10, 10, 10, 10, 10]",0.9452528785784937
2020-05-10 18:15:00,"[10.917607151787035, 10.931175202367188, 10.943741558316237, 10.955221471548352, 10.965534373136792, 10.974604463659563]","[10, 10, 10, 10, 10, 10]",0.9481821921804067
2020-05-10 18:30:00,"[10.902967806423256, 10.913108331107205, 10.922053348481812, 10.929731981623174, 10.93607896212683, 10.941035128954558]","[10, 10, 10, 10, 10, 10]",0.9242557867582484
2020-05-10 18:45:00,"[10.884215971087606, 10.890449922811412, 10.895333372843787, 10.898813153050213, 10.900842868092841, 10.901383275261955]","[10, 10, 10, 10, 10, 10]",0.895194165446883
2020-05-10 19:00:00,"[10.840283592212792, 10.841940761665708, 10.842139046917724, 10.840846744827168, 10.838039729604562, 10.833701687094427]","[10, 10, 10, 10, 10, 10]",0.8394969997550105
2020-05-10 19:15:00,"[10.80641637556879, 10.803632569669427, 10.799357951677091, 10.793583427649219, 10.786307811571781, 10.777537905385405]","[10, 10, 10, 10, 10, 9]",1.0281700126104798
2020-05-10 19:30:00,"[10.752416595510585, 10.745100349152777, 10.736328161862662, 10.726114289696014, 10.714480763862435, 10.701457312281285]","[10, 10, 9, 9, 9, 9]",1.4691274374861225
2020-05-10 19:45:00,"[10.66083450153722, 10.648841572144951, 10.635507604250986, 10.620869828257876, 10.604972587826365, 10.587867107735466]","[9, 9, 9, 9, 9, 9]",1.6266741557931215
2020-05-10 20:00:00,"[10.53818330280153, 10.521987700116998, 10.504653433947158, 10.486237678052525, 10.466803497785069, 10.44641948794976]","[9, 9, 9, 9, 9, 9]",1.4943772761316638
2020-05-10 20:15:00,"[10.420591547721724, 10.400976456082269, 10.380478242731048, 10.359170100063752, 10.337129546700098, 10.314437962974576]","[9, 9, 9, 9, 9, 9]",1.369278489977082
