,prediction,real_values,metrics
2020-05-10 06:00:00,"[12.278359169964622, 12.31592715393243, 12.35039184375777, 12.381524877354583, 12.409111748369341, 12.432953341365723]","[11, 11, 11, 11, 11, 11]",1.3624112667283532
2020-05-10 06:15:00,"[12.222256307531294, 12.246921855976632, 12.267878755123338, 12.284945246509551, 12.297957611432746, 12.306771398413305]","[11, 11, 11, 11, 11, 11]",1.2714605033333453
2020-05-10 06:30:00,"[12.22970835348116, 12.245390541163507, 12.25700984000661, 12.264441349132627, 12.267580486949823, 12.266343849796105]","[11, 11, 11, 11, 11, 11]",1.2551529079972041
2020-05-10 06:45:00,"[12.304226530274725, 12.307244685399038, 12.30591596087369, 12.300175851726362, 12.28998230363554, 12.275316176520766]","[11, 11, 11, 11, 11, 11]",1.2971927989471408
2020-05-10 07:00:00,"[12.284052826029171, 12.27401461718921, 12.25956711303649, 12.24071253556474, 12.217476152563819, 12.189906309414598]","[11, 11, 11, 11, 11, 11]",1.2447159662778557
2020-05-10 07:15:00,"[12.183244441081117, 12.15981153360196, 12.132103241478118, 12.100190014243188, 12.06416467125524, 12.024141994251295]","[11, 11, 11, 11, 11, 11]",1.1119516843196602
2020-05-10 07:30:00,"[12.138797872769535, 12.103880878462034, 12.065025883497915, 12.022365358495897, 11.976052176804025, 11.926258820741566]","[11, 11, 11, 11, 11, 11]",1.0412778929818975
2020-05-10 07:45:00,"[11.910525519160403, 11.862180662342203, 11.810395405178868, 11.755363037478972, 11.69729424541169, 11.636415932970184]","[11, 11, 11, 11, 11, 11]",0.7843225050009945
2020-05-10 08:00:00,"[11.842593367725433, 11.786967568501296, 11.728570675620489, 11.667638634592162, 11.604420832960805, 11.53917868979653]","[11, 11, 11, 11, 11, 11]",0.7025994966111738
2020-05-10 08:15:00,"[11.56425033857817, 11.500621404723473, 11.435002899121633, 11.367665240461442, 11.298887623876396, 11.228956423566407]","[11, 11, 11, 11, 11, 11]",0.41536336348219977
2020-05-10 08:30:00,"[11.390616908905843, 11.322210743345847, 11.252668749852523, 11.182282288989775, 11.111346567378373, 11.040158949678357]","[11, 11, 11, 11, 11, 10]",0.4912226856435136
2020-05-10 08:45:00,"[11.172865651248951, 11.100963153696814, 11.02883089206126, 10.956765459750311, 10.88506191209351, 10.814012084183517]","[11, 11, 10, 10, 10, 10]",0.7593768830047806
2020-05-10 09:00:00,"[10.993787999285303, 10.923210327529636, 10.85329114193882, 10.784315941894757, 10.716563880400868, 10.650306212254863]","[10, 10, 10, 10, 10, 10]",0.828608384621951
2020-05-10 09:15:00,"[10.701806296753663, 10.634020872513618, 10.56774770801864, 10.503246616680142, 10.440766519453984, 10.38054410790352]","[10, 10, 10, 10, 10, 10]",0.5491202213295545
2020-05-10 09:30:00,"[10.52526983142207, 10.463296264241345, 10.403602082671826, 10.346408223393933, 10.29192088736425, 10.240330500161821]","[10, 10, 10, 10, 10, 10]",0.3908157443991767
2020-05-10 09:45:00,"[10.280401472781413, 10.224886877898681, 10.172303673272495, 10.12282471840295, 10.076605057514948, 10.033781231331547]","[10, 10, 10, 10, 10, 10]",0.17367741528962283
2020-05-10 10:00:00,"[10.152441562911093, 10.107321494745758, 10.065590879480022, 10.027366705308808, 9.992746628521163, 9.961808668409912]","[10, 10, 10, 10, 10, 10]",0.0829845593811448
2020-05-10 10:15:00,"[10.071356699907172, 10.03724813025049, 10.00681315071552, 9.980108927850543, 9.957172875749535, 9.938022746848972]","[10, 10, 10, 10, 10, 10]",0.04581960657920414
2020-05-10 10:30:00,"[9.918651571953982, 9.894943235777806, 9.875009463200122, 9.858848736196181, 9.846440528888905, 9.837745773868146]","[10, 10, 10, 10, 10, 10]",0.1310901401599287
2020-05-10 10:45:00,"[9.923947998698287, 9.912228517789622, 9.904212222758847, 9.89984096212681, 9.899039398028773, 9.90171581118031]","[10, 10, 10, 10, 10, 10]",0.09358391604172121
2020-05-10 11:00:00,"[9.890490757543404, 9.889019955473051, 9.89100757061539, 9.896344916987077, 9.904908962187971, 9.91656342284018]","[10, 10, 10, 10, 10, 10]",0.10241788437939887
2020-05-10 11:15:00,"[9.955162122412524, 9.964768042024406, 9.977454997124747, 9.993075224550495, 10.011470215465652, 10.032471991443607]","[10, 10, 10, 10, 10, 10]",0.028850048729470317
2020-05-10 11:30:00,"[10.009023070577557, 10.02730149873754, 10.048172377283617, 10.071460516246171, 10.096983994789895, 10.124555534671044]","[10, 10, 10, 10, 10, 10]",0.07435718684597557
2020-05-10 11:45:00,"[10.04941706638175, 10.074527753395033, 10.101659380951162, 10.130622302301308, 10.16122443010239, 10.19327261084401]","[10, 10, 10, 10, 10, 10]",0.12828410335011484
2020-05-10 12:00:00,"[10.216928997876545, 10.248511841002951, 10.281551936700868, 10.315855599690927, 10.351230769062628, 10.387488303679216]","[10, 10, 10, 10, 10, 10]",0.3058765591920606
2020-05-10 12:15:00,"[10.266437780529696, 10.300069193560788, 10.33456624679608, 10.369748231023275, 10.40543981854282, 10.44147217701868]","[10, 10, 10, 10, 10, 10]",0.3579939639154817
2020-05-10 12:30:00,"[10.336152903189724, 10.372793807882594, 10.409793639922889, 10.446988335431898, 10.484222373198845, 10.521349670073283]","[10, 10, 10, 10, 10, 10]",0.4332012969439951
2020-05-10 12:45:00,"[10.429510213227635, 10.466366657530793, 10.503122361091563, 10.53964263855298, 10.575803725152715, 10.611493383406618]","[10, 10, 10, 10, 10, 9]",0.8036151675150153
2020-05-10 13:00:00,"[10.476890822656944, 10.51288487746736, 10.548447831793792, 10.5834788275648, 10.617889152226109, 10.651602532628687]","[10, 10, 9, 9, 9, 9]",1.3379666085817454
2020-05-10 13:15:00,"[10.589281801954003, 10.623274379826753, 10.656588873495323, 10.689164472101522, 10.720953120002896, 10.751919480178215]","[9, 9, 9, 9, 9, 9]",1.6727871539289463
2020-05-10 13:30:00,"[10.567623081185232, 10.598149109325474, 10.627938120751265, 10.656968963576563, 10.685232318061662, 10.712730354734699]","[9, 9, 9, 9, 9, 9]",1.642188814023465
2020-05-10 13:45:00,"[10.594521050703253, 10.622530385957516, 10.649844767467028, 10.676477597003457, 10.702452423444484, 10.727802343815737]","[9, 9, 9, 9, 9, 9]",1.6628946808638256
2020-05-10 14:00:00,"[10.624157538763512, 10.649972209873313, 10.675254764342883, 10.70004635280002, 10.724395752192718, 10.748358579476456]","[9, 9, 9, 9, 9, 10]",1.5594076548941624
2020-05-10 14:15:00,"[10.586821799747094, 10.610496205974668, 10.633854610405542, 10.656959898385487, 10.679879697360015, 10.702685459090757]","[9, 9, 10, 10, 10, 10]",1.072463883318095
2020-05-10 14:30:00,"[10.633358833697118, 10.656723568517819, 10.680030127247285, 10.703348831498852, 10.726751570873654, 10.750310872780082]","[10, 10, 10, 10, 10, 10]",0.6929050033473857
2020-05-10 14:45:00,"[10.61281430271819, 10.635311376535803, 10.658014953725655, 10.681000492276265, 10.704341989987645, 10.728111070387952]","[10, 10, 10, 10, 10, 8]",1.265872223397234
2020-05-10 15:00:00,"[10.664805833080557, 10.68874906682785, 10.713103422392244, 10.737934123974386, 10.763302356027907, 10.789264478910443]","[10, 10, 8, 8, 8, 8]",2.279963148997332
2020-05-10 15:15:00,"[10.652182707792297, 10.676790176298868, 10.702111300803956, 10.728197752795733, 10.755094356849769, 10.782838477582954]","[8, 8, 8, 8, 8, 9]",2.5727030265212787
2020-05-10 15:30:00,"[10.624965753446874, 10.651513409707842, 10.67906315571949, 10.7076433739472, 10.737273137791705, 10.767961838124027]","[8, 8, 9, 9, 11, 11]",1.8156327939501096
2020-05-10 15:45:00,"[10.691696282936917, 10.722301579589592, 10.75403625814192, 10.786894556252415, 10.820860182341502, 10.855906249873255]","[9, 11, 11, 11, 11, 11]",0.7185307812892696
2020-05-10 16:00:00,"[10.729230551385061, 10.762723242419726, 10.797359741599662, 10.8331041048861, 10.86990958559107, 10.907718849221006]","[11, 11, 11, 11, 11, 11]",0.19320670917942348
2020-05-10 16:15:00,"[10.853087542264785, 10.890027374498713, 10.927933188685445, 10.96673688623127, 11.006360662340699, 11.046717500520472]","[11, 11, 11, 9, 9, 9]",1.4213526707493667
2020-05-10 16:30:00,"[10.966282875267678, 11.0059789174915, 11.04639890797577, 11.087447097943908, 11.129019889350895, 11.171006567888826]","[9, 9, 9, 9, 8, 8]",2.459046284023467
2020-05-10 16:45:00,"[10.99890859824114, 11.039963736113704, 11.081522871138645, 11.123467560366043, 11.165673442962516, 11.208011171036452]","[9, 8, 8, 8, 8, 8]",2.966526361700699
2020-05-10 17:00:00,"[11.048784585669527, 11.090940374471133, 11.133345010741465, 11.175863097956423, 11.21835565389022, 11.260681187553088]","[8, 8, 8, 8, 8, 8]",3.1554928865773464
2020-05-10 17:15:00,"[11.105402266686358, 11.148194919151102, 11.190951749337493, 11.233528782212113, 11.275781036390352, 11.317563670925898]","[8, 8, 8, 8, 8, 8]",3.212722263333846
2020-05-10 17:30:00,"[11.110700643046606, 11.153090992552869, 11.195150334517605, 11.236731751902779, 11.277690147641193, 11.31788341324443]","[8, 8, 8, 8, 8, 8]",3.215987729032841
2020-05-10 17:45:00,"[11.07904427020412, 11.119556756881321, 11.159428921207999, 11.198522126604736, 11.236702340861202, 11.27384123557515]","[8, 8, 8, 9, 9, 9]",2.7141858801745316
2020-05-10 18:00:00,"[11.10394686907011, 11.141986440894446, 11.179101508738169, 11.215168654984112, 11.250071620036397, 11.283702266681185]","[9, 9, 9, 9, 9, 9]",2.1965227153538485
2020-05-10 18:15:00,"[11.102623107120346, 11.137109084950948, 11.170435049113765, 11.202502238113158, 11.233221118634027, 11.262512146599727]","[9, 9, 9, 8, 8, 8]",2.7402181290245666
2020-05-10 18:30:00,"[11.116563524591186, 11.147247766043712, 11.176561358667664, 11.204435766210215, 11.230813453297928, 11.255648392546076]","[8, 8, 8, 7, 7, 8]",3.556332094863616
2020-05-10 18:45:00,"[11.0870982153317, 11.113129791538304, 11.137760868058553, 11.160955499704722, 11.182689268735315, 11.202949528112201]","[7, 7, 8, 7, 7, 8]",3.8413339184428668
2020-05-10 19:00:00,"[11.064687303497609, 11.086366283772287, 11.106746032827008, 11.12582531082069, 11.143613901565478, 11.160132575583559]","[7, 7, 8, 9, 9, 8]",3.2138397309974605
2020-05-10 19:15:00,"[10.93467086534602, 10.951746103497833, 10.967689478966879, 10.98253414290488, 10.996323248818664, 11.009109644660466]","[9, 9, 8, 8, 8, 8]",2.686002259613768
2020-05-10 19:30:00,"[10.888496279882121, 10.901893222208292, 10.914385469070963, 10.926035636084864, 10.93691456356349, 10.947100771333176]","[8, 8, 8, 8, 8, 8]",2.9192062947550697
2020-05-10 19:45:00,"[10.916871567802335, 10.928404311425309, 10.939357647092095, 10.949813724287903, 10.959860461771505, 10.969590841152858]","[8, 8, 8, 8, 8, 8]",2.9440380335168115
2020-05-10 20:00:00,"[10.768064888219204, 10.776941070535912, 10.78564679622009, 10.79428337101481, 10.802954941824717, 10.81176764640949]","[8, 8, 8, 8, 8, 8]",2.789982863410247
2020-05-10 20:15:00,"[10.665004211732617, 10.673012247472842, 10.681282314688515, 10.689920631052711, 10.699032959700968, 10.708723723591659]","[8, 8, 8, 8, 8, 8]",2.686204041158491
2020-05-10 20:30:00,"[10.595562528316378, 10.604500271641033, 10.614183858832456, 10.624720077181781, 10.636211793578, 10.648757072095238]","[8, 8, 8, 8, 8, 8]",2.620718917978229
2020-05-10 20:45:00,"[10.50220562062217, 10.512811586496168, 10.524538318107378, 10.537474762050765, 10.551702937361354, 10.56729719396966]","[8, 8, 8, 8, 8, 8]",2.5327695541785427
2020-05-10 21:00:00,"[10.480779367342326, 10.495526005822976, 10.511785418164655, 10.529624651554856, 10.549100941647536, 10.570261142744776]","[8, 8, 8, 8, 9, 9]",2.234405848081923
2020-05-10 21:15:00,"[10.473420093189754, 10.49287610505553, 10.514129651067403, 10.537216190988884, 10.562159307812543, 10.588970383656466]","[8, 9, 9, 9, 9, 9]",1.7304756968168795
2020-05-10 21:30:00,"[10.46530236273106, 10.488210480943764, 10.513036326636044, 10.539779870905027, 10.568428198804096, 10.598955471072351]","[9, 9, 9, 9, 9, 9]",1.529635470717166
2020-05-10 21:45:00,"[10.506734962796985, 10.535685108258148, 10.56659242614512, 10.59941765734354, 10.634108435085333, 10.670599548061151]","[9, 9, 9, 9, 9, 9]",1.5865129949944405
