,prediction,real_values,metrics
2020-05-10 06:00:00,"[17.300379249021155, 17.27853916019419, 17.256462546066345, 17.234266205704436, 17.212065676852266, 17.189974298362067]","[19, 19, 19, 19, 19, 19]",1.7551248289038837
2020-05-10 06:15:00,"[17.29143720034542, 17.269272323615635, 17.247138610275925, 17.225147448458536, 17.203406633057867, 17.18201949520904]","[19, 19, 19, 19, 19, 19]",1.7639931312888495
2020-05-10 06:30:00,"[17.3035134043744, 17.28198106203122, 17.260716531572385, 17.239818331202628, 17.219379401557163, 17.19948635906199]","[19, 19, 19, 19, 19, 19]",1.7495457228413793
2020-05-10 06:45:00,"[17.360189697507813, 17.340309966510134, 17.320896495358593, 17.302029055607985, 17.28378021510694, 17.266214758239453]","[19, 19, 19, 19, 19, 19]",1.68806913154886
2020-05-10 07:00:00,"[17.288412146608195, 17.269601081739758, 17.251399522434443, 17.233865923648285, 17.217050406262857, 17.200994366185554]","[19, 19, 19, 19, 19, 19]",1.756700369361613
2020-05-10 07:15:00,"[17.33366665250245, 17.317025672012914, 17.301063314123365, 17.285813153480728, 17.27129997812613, 17.25753961077832]","[19, 19, 19, 19, 19, 19]",1.705797164313332
2020-05-10 07:30:00,"[17.291726438377303, 17.276895328757124, 17.262738355732893, 17.24926390333996, 17.236471653424847, 17.22435261975562]","[19, 19, 19, 19, 19, 19]",1.7432440553142594
2020-05-10 07:45:00,"[17.33838763882294, 17.325934003760466, 17.314080140211974, 17.30280894061168, 17.292095338805513, 17.28190655401716]","[19, 19, 19, 19, 19, 19]",1.6909080048471117
2020-05-10 08:00:00,"[17.408387421276768, 17.39795571292895, 17.38797544704521, 17.378407535743808, 17.369206324439556, 17.36032001373431]","[19, 19, 19, 19, 19, 19]",1.6163745568172392
2020-05-10 08:15:00,"[17.384099173747618, 17.37465576863788, 17.365456715783626, 17.356445692604268, 17.34756160187714, 17.338739135648215]","[19, 19, 19, 19, 20, 20]",2.03074783860561
2020-05-10 08:30:00,"[17.43868894275871, 17.43022838113309, 17.421760788435748, 17.413217250257386, 17.404526257385413, 17.3956143706295]","[19, 20, 20, 20, 20, 20]",2.446067908299786
2020-05-10 08:45:00,"[17.537400172206144, 17.52954082535916, 17.521368747012804, 17.512808259373763, 17.503783533629754, 17.49421930077014]","[20, 20, 20, 20, 20, 20]",2.483523560318837
2020-05-10 09:00:00,"[17.546762865306714, 17.537281124975443, 17.52715564401311, 17.5163155602884, 17.50469261076395, 17.492221811550085]","[20, 20, 20, 20, 20, 20]",2.47933172147534
2020-05-10 09:15:00,"[17.624293265762066, 17.61310259950993, 17.600961700413887, 17.587810204590824, 17.57359288629988, 17.558260257370407]","[20, 20, 20, 20, 19, 18]",2.0471556411176817
2020-05-10 09:30:00,"[17.626434119181578, 17.612055276981877, 17.596461523754314, 17.579611449037383, 17.56147103724301, 17.54201412563495]","[20, 19, 18, 19, 19, 19]",1.524010108715068
2020-05-10 09:45:00,"[17.614468951504062, 17.596217639963992, 17.57660206494444, 17.555605259902503, 17.53321908406847, 17.50944449986932]","[19, 19, 19, 19, 19, 19]",1.4361894606763543
2020-05-10 10:00:00,"[17.705814567015757, 17.684373274677405, 17.66148680801365, 17.637164318492992, 17.611424726979607, 17.584296805351798]","[19, 19, 19, 19, 19, 19]",1.353211310144786
2020-05-10 10:15:00,"[17.543141965619668, 17.516321510421633, 17.488067216819864, 17.458421337233126, 17.427436203707014, 17.395174067885566]","[19, 19, 19, 19, 19, 19]",1.5294097920945064
2020-05-10 10:30:00,"[17.548328016441957, 17.51755936425187, 17.485451807352312, 17.452076556049132, 17.41751448579308, 17.381855765487256]","[19, 19, 19, 19, 19, 19]",1.5339250399390083
2020-05-10 10:45:00,"[17.607504535844825, 17.574039727902772, 17.539422824845985, 17.50375179298722, 17.46713325830011, 17.429681935219694]","[19, 19, 19, 21, 21, 21]",2.694369500248592
2020-05-10 11:00:00,"[17.61159862548883, 17.575623454480848, 17.538766983098302, 17.501151729360647, 17.462907259473848, 17.42416943689069]","[21, 21, 21, 21, 21, 21]",3.4815533192739974
2020-05-10 11:15:00,"[17.59535346569539, 17.556987730950063, 17.517984109839006, 17.478484706122142, 17.43863705283259, 17.398593221215815]","[21, 21, 21, 19, 18, 17]",2.528484390290963
2020-05-10 11:30:00,"[17.56100211060143, 17.521035613482567, 17.480736661830385, 17.440262932997854, 17.39977549899073, 17.359437823417576]","[19, 18, 17, 17, 17, 17]",0.7087638294878521
2020-05-10 11:45:00,"[17.519706502229074, 17.48012619487757, 17.44074118414094, 17.4017187545094, 17.363226273913796, 17.32543012612737]","[17, 17, 17, 17, 17, 17]",0.4270216336521896
2020-05-10 12:00:00,"[17.460387985517034, 17.42169323378968, 17.38365199285445, 17.34642386594383, 17.310165634518892, 17.275030259049878]","[17, 17, 17, 17, 16, 16]",0.816416639806353
2020-05-10 12:15:00,"[17.22680528681215, 17.190823482008902, 17.15601181842217, 17.122520457933334, 17.090493482742147, 17.060067964572568]","[17, 16, 16, 16, 16, 16]",1.031086549200766
2020-05-10 12:30:00,"[17.083873800368217, 17.05042889325052, 17.01862539319121, 16.988591169492203, 16.96044521437108, 16.934296887923747]","[16, 16, 16, 17, 17, 16]",0.8357019388731253
2020-05-10 12:45:00,"[16.925213311338357, 16.897073805590026, 16.870992820194434, 16.84706923446233, 16.8253905750067, 16.80603246934054]","[17, 17, 16, 16, 16, 16]",0.685966419736983
2020-05-10 13:00:00,"[16.863532852021695, 16.841933445929637, 16.82268329154373, 16.805844055203593, 16.791464525727484, 16.779580330453058]","[16, 16, 16, 16, 16, 16]",0.8180153768422493
2020-05-10 13:15:00,"[16.829356347135192, 16.815106127635296, 16.80339852004209, 16.79425506866338, 16.787683601257516, 16.783678223055606]","[16, 16, 16, 16, 16, 16]",0.8024044344891307
2020-05-10 13:30:00,"[16.741167982838146, 16.734653131502274, 16.73074489108486, 16.729422249180697, 16.73065046815186, 16.734381366564094]","[16, 16, 16, 15, 15, 16]",1.165361292238671
2020-05-10 13:45:00,"[16.69124248154087, 16.692145705786075, 16.695592062261564, 16.70152003166928, 16.70985529643354, 16.72051128869322]","[15, 15, 16, 16, 16, 16]",1.1345092883344208
2020-05-10 14:00:00,"[16.638108531150124, 16.64651093874338, 16.657300915037737, 16.670378895439516, 16.68563398128719, 16.702944730286685]","[16, 16, 16, 16, 16, 16]",0.6671876919746931
2020-05-10 14:15:00,"[16.656834336622083, 16.672395406772544, 16.69004657734209, 16.70965518549069, 16.731079612756474, 16.75417027432909]","[16, 16, 16, 16, 16, 16]",0.70315620513033
2020-05-10 14:30:00,"[16.67539000843547, 16.696177675114146, 16.718658194400355, 16.74267490330757, 16.768065153993, 16.794661434112335]","[16, 16, 16, 16, 16, 16]",0.7337417241835684
2020-05-10 14:45:00,"[16.724620623127745, 16.750040718933636, 16.77669808331259, 16.804420277999082, 16.83303213250523, 16.86235693216496]","[16, 16, 16, 16, 16, 16]",0.7932622555033183
2020-05-10 15:00:00,"[16.75179935879008, 16.780212519565193, 16.809380394403494, 16.839124892270814, 16.869268520972234, 16.899635568217686]","[16, 16, 16, 15, 15, 15]",1.4326078167287435
2020-05-10 15:15:00,"[16.778521603048244, 16.8079987529507, 16.837730944248072, 16.867546082998043, 16.897275997903236, 16.92675753226401]","[15, 15, 15, 15, 15, 15]",1.8533318096113927
2020-05-10 15:30:00,"[16.72652546205544, 16.75698741490293, 16.78728425876211, 16.817255967548785, 16.846749043955487, 16.87561747957311]","[15, 15, 15, 15, 15, 15]",1.8024576824202292
2020-05-10 15:45:00,"[16.789957482413886, 16.81980281166622, 16.849100768963535, 16.877712013918437, 16.90550600055716, 16.932361748155323]","[15, 15, 15, 14, 14, 14]",2.424071667406858
2020-05-10 16:00:00,"[16.80801567210529, 16.835165851984893, 16.861466465598628, 16.886805842485618, 16.911082732924143, 16.934206848611]","[14, 14, 14, 14, 14, 14]",2.873114693074677
2020-05-10 16:15:00,"[16.825722245497545, 16.85078506799574, 16.87480707012006, 16.897707072438113, 16.919415022993604, 16.939872292748284]","[14, 14, 14, 14, 14, 14]",2.8849822892242947
2020-05-10 16:30:00,"[16.762585635537732, 16.783686548535318, 16.803667168425562, 16.822478913399227, 16.840084285843417, 16.85645691906264]","[14, 14, 14, 14, 15, 15]",2.5179379616864406
2020-05-10 16:45:00,"[16.723993083210697, 16.741279773075142, 16.75745270688278, 16.772495590024505, 16.78640245699495, 16.799177480506135]","[14, 15, 15, 15, 15, 15]",1.9626023346484067
2020-05-10 17:00:00,"[16.785788095597212, 16.800206900906613, 16.813581443958224, 16.82592356513575, 16.837254169555404, 16.84760283341262]","[15, 15, 15, 15, 15, 15]",1.8185157703293457
2020-05-10 17:15:00,"[16.782331600039903, 16.79373393496934, 16.804233521730698, 16.813866900642342, 16.822677872429807, 16.830716937379155]","[15, 15, 15, 15, 15, 15]",1.8080024994265613
2020-05-10 17:30:00,"[16.764039332587398, 16.773025310250564, 16.781308854754474, 16.788945035109368, 16.795993981941233, 16.802520210639273]","[15, 15, 15, 17, 17, 17]",1.261855490573725
2020-05-10 17:45:00,"[16.73946286470798, 16.7465689539726, 16.75322186956676, 16.759488675658822, 16.765439010993585, 16.771144352301548]","[17, 17, 17, 17, 17, 17]",0.2443514551489076
2020-05-10 18:00:00,"[16.744751671295386, 16.750519525167803, 16.756029006043466, 16.761353231274096, 16.766565745003238, 16.771739767688025]","[17, 17, 17, 20, 20, 21]",2.5498048496776264
