,prediction,real_values,metrics
2020-05-10 06:00:00,"[8.242858360290548, 8.188640635347175, 8.131491305203173, 8.071467325741674, 8.008641876193602, 7.943104309738951]","[9, 9, 9, 9, 9, 9]",0.9080994063632829
2020-05-10 06:15:00,"[8.165491311176744, 8.103443789825493, 8.038656967037356, 7.971234858799119, 7.9012974194649646, 7.828980198088047]","[9, 9, 9, 9, 9, 9]",1.0050862872944561
2020-05-10 06:30:00,"[8.043051708551191, 7.973582824608846, 7.901718702951821, 7.827611236602728, 7.751427005141172, 7.673346618815594]","[9, 9, 9, 9, 8, 8]",0.8868004694446076
2020-05-10 06:45:00,"[8.077827224051253, 8.003904835970156, 7.92806819027075, 7.8505081849384055, 7.771428281613919, 7.691043589877604]","[9, 8, 8, 8, 8, 8]",0.4134486986047947
2020-05-10 07:00:00,"[7.6515303977843026, 7.57039999402148, 7.4878908849082455, 7.40423018008972, 7.319655100933694, 7.2344118427953354]","[8, 8, 8, 8, 9, 9]",1.0695828761375945
2020-05-10 07:15:00,"[7.486889136754255, 7.403293684841105, 7.3190643970384475, 7.234454028671071, 7.14972150921637, 7.065130623114678]","[8, 9, 9, 9, 9, 9]",1.6290437323827824
2020-05-10 07:30:00,"[7.3622809245860505, 7.278376602441705, 7.1945270603156315, 7.110998704335189, 7.028060714384823, 6.9459836301149025]","[9, 9, 9, 9, 9, 8]",1.706539597064236
2020-05-10 07:45:00,"[7.164916851998083, 7.082261182597924, 7.000406400844061, 6.919622393848444, 6.840177782937493, 6.762338471264798]","[9, 9, 8, 8, 8, 8]",1.419427648860717
2020-05-10 08:00:00,"[7.265666307002421, 7.18901682533812, 7.113903345173459, 7.040583334637571, 6.969309142157252, 6.900326604563126]","[8, 8, 8, 8, 8, 8]",0.9286363230384608
2020-05-10 08:15:00,"[6.825820433269775, 6.752506542694895, 6.6814498227065915, 6.612891954484841, 6.547065585391131, 6.484193029208214]","[8, 8, 8, 8, 8, 8]",1.3543922417315066
2020-05-10 08:30:00,"[6.732873917599094, 6.667873148112211, 6.6057698313425135, 6.5467735529872755, 6.491081471176286, 6.438877205074002]","[8, 8, 8, 8, 8, 8]",1.4230164460971708
2020-05-10 08:45:00,"[6.602079996635177, 6.547058311975191, 6.495463387946297, 6.44746131502119, 6.4032029433114355, 6.362823031875359]","[8, 8, 8, 8, 8, 9]",1.7437359256985174
2020-05-10 09:00:00,"[6.5772965047558465, 6.533943307292509, 6.494403746284281, 6.458794148700373, 6.427213697458392, 6.399743879674079]","[8, 8, 9, 9, 9, 9]",2.2468388340349126
2020-05-10 09:15:00,"[6.534535147009221, 6.5032639407020305, 6.476019751762145, 6.452865589669383, 6.433846480757855, 6.418989236162254]","[9, 9, 9, 9, 9, 8]",2.3893973022712367
2020-05-10 09:30:00,"[6.693526815113699, 6.676562476346248, 6.663584911115445, 6.654594971631481, 6.649576017903405, 6.648494054937268]","[9, 9, 8, 8, 8, 8]",1.7303426303308147
2020-05-10 09:45:00,"[6.628943695028179, 6.623154729004169, 6.621300107153407, 6.6233356451022924, 6.629200543802872, 6.6388177849246715]","[8, 8, 8, 8, 8, 8]",1.3725538607522485
2020-05-10 10:00:00,"[6.596618626381778, 6.602290964059698, 6.611766130640814, 6.624957093741454, 6.6417615768941705, 6.662062694258346]","[8, 8, 8, 7, 7, 7]",1.0192690744629906
2020-05-10 10:15:00,"[6.629923207128433, 6.646498877065423, 6.666549206108515, 6.6899443673074686, 6.716541596202427, 6.746186062297344]","[7, 7, 7, 7, 7, 8]",0.5946486162586897
2020-05-10 10:30:00,"[6.824995081431107, 6.852084722766882, 6.8820863374866725, 6.914831014238496, 6.9501404323934075, 6.987827947355603]","[7, 7, 8, 9, 8, 10]",1.624066495621661
2020-05-10 10:45:00,"[6.918127527379628, 6.953263404526897, 6.99073046237789, 7.030335180360237, 7.071878289029592, 7.115155972400318]","[9, 8, 10, 10, 10, 10]",2.58845786139989
2020-05-10 11:00:00,"[7.21901970176477, 7.26224456078898, 7.307143621807186, 7.353507505215227, 7.401125141155765, 7.4497850256806855]","[10, 10, 10, 10, 10, 9]",2.5377769556958167
