,prediction_A,prediction_B,real_values,metrics_A,metrics_B
2020-05-10 06:00:00,[21.967508 21.891085 21.908916 21.967955 21.90819  21.947104],[21.899336 21.919401 21.902992 21.902588 21.893917 21.91372 ],[22 22 22 22 22 22],0.07468660072151652,0.09506754512854311
2020-05-10 06:15:00,[21.967508 21.891085 21.908916 21.967955 21.90819  21.947104],[21.899336 21.919401 21.902992 21.902588 21.893917 21.91372 ],[22 22 22 22 22 22],0.07468660072151652,0.09506754512854311
2020-05-10 06:30:00,[21.967508 21.891085 21.908916 21.967955 21.90819  21.947104],[21.899336 21.919401 21.902992 21.902588 21.893917 21.91372 ],[22 22 22 22 22 22],0.07468660072151652,0.09506754512854311
2020-05-10 06:45:00,[21.967508 21.891085 21.908916 21.967955 21.90819  21.947104],[21.899336 21.919401 21.902992 21.902588 21.893917 21.91372 ],[22 22 22 22 22 22],0.07468660072151652,0.09506754512854311
2020-05-10 07:00:00,[21.967508 21.891085 21.908916 21.967955 21.90819  21.947104],[21.899336 21.919401 21.902992 21.902588 21.893917 21.91372 ],[22 22 22 22 22 22],0.07468660072151652,0.09506754512854311
2020-05-10 07:15:00,[21.967508 21.891085 21.908916 21.967955 21.90819  21.947104],[21.899336 21.919401 21.902992 21.902588 21.893917 21.91372 ],[22 22 22 22 22 22],0.07468660072151652,0.09506754512854311
2020-05-10 07:30:00,[21.967508 21.891085 21.908916 21.967955 21.90819  21.947104],[21.899336 21.919401 21.902992 21.902588 21.893917 21.91372 ],[22 22 22 22 22 22],0.07468660072151652,0.09506754512854311
2020-05-10 07:45:00,[21.967508 21.891085 21.908916 21.967955 21.90819  21.947104],[21.899336 21.919401 21.902992 21.902588 21.893917 21.91372 ],[22 22 22 22 22 22],0.07468660072151652,0.09506754512854311
2020-05-10 08:00:00,[21.967508 21.891085 21.908916 21.967955 21.90819  21.947104],[21.899336 21.919401 21.902992 21.902588 21.893917 21.91372 ],[22 22 22 22 22 22],0.07468660072151652,0.09506754512854311
2020-05-10 08:15:00,[21.967508 21.891085 21.908916 21.967955 21.90819  21.947104],[21.899336 21.919401 21.902992 21.902588 21.893917 21.91372 ],[22 22 23 23 23 23],0.872653020401472,0.8970130274534884
2020-05-10 08:30:00,[22.845085 22.826273 22.80655  22.792358 22.748827 22.77811 ],[22.798016 22.808752 22.785902 22.788942 22.73955  22.761816],[23 23 23 23 23 23],0.20291247113630814,0.22072711398475292
2020-05-10 08:45:00,[22.968172 22.90812  22.87907  22.928158 22.858921 22.861858],[22.842743 22.85815  22.857307 22.867435 22.868185 22.909866],[23 23 23 23 23 23],0.10663549741729322,0.13434089879918715
2020-05-10 09:00:00,[22.965055 22.90268  22.878859 22.934807 22.852081 22.85616 ],[22.823273 22.836092 22.801176 22.793722 22.769331 22.777023],[23 23 23 23 23 23],0.10968737650131231,0.20129028588297543
