,prediction_A,prediction_B,real_values,metrics_A,metrics_B
2020-05-10 06:00:00,[17.92277  17.685947 17.545895 17.852385 17.611683 17.535099],[17.87437  17.727211 17.779854 17.691324 17.730247 17.55177 ],[18 18 18 18 18 18],0.341447571738058,0.2908661984470501
2020-05-10 06:15:00,[18.887548 18.641293 18.51862  18.81171  18.571608 18.480526],[18.894077 18.738901 18.771654 18.678871 18.706276 18.558805],[19 19 19 19 19 19],0.37900524062257496,0.29313939980551545
2020-05-10 06:30:00,[17.92583  17.678255 17.589949 17.831892 17.633242 17.64727 ],[17.75088  17.611753 17.707293 17.608685 17.65927  17.474781],[18 18 18 18 18 18],0.3066901946494738,0.37495650551861154
2020-05-10 06:45:00,[17.983994 17.729227 17.585789 17.913843 17.67478  17.650154],[17.911383 17.779686 17.828255 17.758867 17.809618 17.617912],[18 18 18 18 18 18],0.28305724757136785,0.23319129075510406
2020-05-10 07:00:00,[17.9246   17.687546 17.546959 17.85414  17.61365  17.538599],[17.87406  17.72451  17.7744   17.670746 17.712767 17.54039 ],[18 18 17 17 17 17],0.5475224823469319,0.5688306303734333
2020-05-10 07:15:00,[16.93484  16.736385 16.556662 16.892551 16.648823 16.587278],[16.851452 16.712902 16.774805 16.694454 16.761868 16.539263],[17 17 17 17 17 17],0.30970343935015654,0.293697303057611
2020-05-10 07:30:00,[16.879679 16.68992  16.53293  16.847132 16.596468 16.515814],[16.882904 16.757366 16.798105 16.703411 16.745642 16.552784],[17 17 17 17 17 17],0.35341751572991037,0.2786902166709428
2020-05-10 07:45:00,[16.866974 16.673532 16.53766  16.838469 16.586529 16.50063 ],[16.864927 16.733526 16.787935 16.699934 16.75231  16.557957],[17 17 17 17 17 17],0.3615836787374134,0.2831420966545774
2020-05-10 08:00:00,[15.893362 15.69757  15.691823 15.966163 15.769228 15.629072],[16.100529 16.018427 16.065763 15.997979 16.070866 15.813954],[16 16 16 16 17 17],0.7738643828361877,0.6170858183272756
2020-05-10 08:15:00,[16.847305 16.652658 16.512236 16.825804 16.559507 16.484678],[16.891607 16.773172 16.812765 16.730906 16.786436 16.597351],[17 17 17 17 18 18],0.8928828948595651,0.7757609035948582
2020-05-10 08:30:00,[16.185637 15.934328 15.977685 16.202585 16.010267 15.879738],[16.354671 16.267258 16.329906 16.23109  16.299772 16.072592],[16 16 16 16 16 16],0.12575164085998192,0.27525522150380505
2020-05-10 08:45:00,[15.9229   15.788057 15.605501 15.952965 15.70768  15.650942],[15.855982 15.732249 15.804315 15.735078 15.836185 15.587472],[16 16 16 16 16 16],0.26331173942593233,0.25752760114472756
2020-05-10 09:00:00,[15.88283   15.7393465 15.639294  15.937481  15.690933  15.636378 ],[15.878748 15.77262  15.812889 15.701214 15.768895 15.580385],[16 16 16 16 16 16],0.2718546920891809,0.2646297165261089
2020-05-10 09:15:00,[15.243551 15.061791 15.147806 15.421746 15.231504 15.074222],[15.448927 15.374552 15.423089 15.356163 15.445147 15.197828],[15 15 15 15 15 15],0.23164452377977987,0.3840512844739589
2020-05-10 09:30:00,[14.952834  14.871021  14.7799635 15.103026  14.880145  14.838639 ],[14.870322 14.782123 14.854016 14.780145 14.887959 14.655018],[15 15 15 15 15 15],0.14041196852733046,0.210357018236744
2020-05-10 09:45:00,[14.940688 14.846483 14.810182 15.111789 14.883853 14.85302 ],[14.901388  14.836203  14.886811  14.8004465 14.893895  14.703576 ],[15 15 15 15 15 15],0.13583469022276387,0.17715931458856904
2020-05-10 10:00:00,[14.939854 14.840544 14.821886 15.115476 14.887713 14.858313],[14.893948 14.827835 14.89957  14.829657 14.933197 14.732642],[15 15 15 15 15 15],0.1334083143526467,0.16121087648245114
2020-05-10 10:15:00,[14.920746 14.812535 14.78474  15.076395 14.8398   14.830175],[14.857537 14.802291 14.873347 14.802547 14.907388 14.703817],[15 15 16 16 16 16],0.9206772924782504,0.9692363348623743
2020-05-10 10:30:00,[16.940643 16.749443 16.70243  16.99104  16.690907 16.633404],[16.919113 16.778942 16.82602  16.74194  16.792282 16.671986],[17 17 17 17 17 17],0.25326578069880484,0.22472720987315603
2020-05-10 10:45:00,[17.25563  16.98697  17.077873 17.337233 17.097364 16.88743 ],[17.419678 17.265793 17.324514 17.251116 17.30588  17.128845],[17 17 17 17 17 17],0.18594737572519013,0.29589057267550667
2020-05-10 11:00:00,[16.868305 16.672699 16.543732 16.839342 16.589813 16.500286],[16.84664  16.710726 16.783009 16.714518 16.77029  16.562086],[17 17 17 17 17 17],0.3597286871716452,0.2829368445018062
